title	author	WD_signature	storage	publisher	year	pages
Mój Kary	Sewell, Anna (1820-1878). 	PR5349.S48 B53165 2006		Wydawnictwo Waza, [	2006	182
Wspomnienia Ks. Prof. Piotra Stacha	Stach, Piotr (1886-1961). 		magazyn	Żak - Kolportaż Książek i Druków Szkolnych, [ca 	2006	320
Pamiętnik Babuni	Ryrych, Katarzyna (1959- ). 			Towarzystwo Słowaków w Polce, [	2006	111
Pośrednictwo pracy i doradztwo zawodowe w Unii Europejskiej	Śmigiel, Mariusz. 	HF5382.5.E84 S64 2006		Fundacja Prawo Europejskie Monitor Unii Europejskiej, [ca 	2006	158
Przez tysiąclecia i wieki : scenariusze lekcji, karty pracy, krzyżówki, sprawdziany : kl. 3	Sobańska-Bondaruk, Melania. 		magazyn	Wydawnictwa Szkolne i Pedagogiczne, cop. 	2005	158
Franciszek Mączyński (1874-1947) - krakowski architekt	Solewski, Rafał (1969- ). 	NA1455.P63 M3337 2005		Wydawnictwo Naukowe Akademii Pedagogicznej, 	2005	195
Psychologia dziecka	Schaffer, H. Rudolph. 	BF721 .S34165 2005		Wydawnictwo Naukowe PWN, 	2005	404
The History of corporal punishment : a survey of flagellation in its historical, anthropological and sociological aspects	Scott, George Ryley (1886- ). 	HV8613 .S43 2005		Kegan Paul, 	2005	261
30 lat PTM - PSZ	Słowik, Józef (1952- ). 		magazyn	SAK, 	2005	151
Potrawy mięsne siostry Leonilli	Słowik, Leonilla. 		magazyn	"Fundacja ""Nasza Przyszłość"", "	2005	141
Publikacje nauczycieli regionu siedleckiego : bibliografia adnotowana w wyborze za lata 1991-2003	Stempień, Jolanta. 		magazyn	Biblioteka Pedagogiczna im. Heleny Radlińskiej, 	2005	100
Za szkolnym progiem	Strycharska-Gać, Berta. 		magazyn	Wydawnictwa Szkolne i Pedagogiczne, cop. 	2005	109
Palcaty - polska sztuka walki : podręcznik dla początkujących	Sawicki, Zbigniew. 	GV1141.2 .S28 2005	magazyn	Wydawnictwo Signum Polonicum, 	2005	203
Katechizmy katolickie w języku polskim od XVI do XVIII wieku	Słowiński, Jan. 	BX1968 .S56 2005		Wydawnictwo KUL, 	2005	408
Biologiczne mechanizmy zachowania się ludzi i zwierząt	Sadowski, Bogdan (1932- ). 	QP360 .S237 2005		Wydawnictwo Naukowe PWN, 	2005	584
Zgon króla Jana III Sobieskiego : ocena źródeł	Sługocki, Leszek (1924- ). 	DK4310 .S58 2005		Oficyna Bibliofilów, 	2005	159
Malujemy z natury	Soan, Hazel (1954- ). 	ND1500 .S6165 2005		Klub dla Ciebie, 	2005	127
Włochy	Schultz, Patricia. 		magazyn	Langenscheidt Polska, 	2005	250
Gesty zamiast słów : psychologia i trening komunikacji niewerbalnej	Sikorski, Wiesław. 	BF637.N66 S55 2005		"Oficyna Wydawnicza ""Impuls"", "	2005	380
Values and psychiatric diagnosis	Sadler, John Z. 	RC455.2.C4 S23 2005		Oxford University Press, 	2005	540
Słowacki Raj : przewodnik	Sołowiej, Robert. 	DB3000.S58 S65 2005		Agencja TD, cop. 	2005	176
The autobiography of William Sanders Scarborough : an American journey from slavery to scholarship	Scarborough, William Sanders (1852-1926). 		magazyn	Wayne State University Press, cop. 	2005	425
O Janie Pierzchale : materiały III Sesji Zagłębiowskiej, Sosnowiec, 9 grudnia 2004 roku	Sesja Zagłębiowska (3 ; 2004 ; Sosnowiec). 		magazyn	Miejska Biblioteka Publiczna im. Gustawa Daniłowskiego, 	2005	125
Montesquieu w Lotaryngii	Sługocki, Leszek (1924- ). 	PQ2012 .S57 2005		Oficyna Bibliofilów, 	2005	167
Midrasze : księga nad księgami	Śpiewak, Paweł (1951- ). 	BM514 .S66 2005	magazyn	Znak, 	2005	283
Klub niewiniątek	Scott, Kieran (1974- ). 	PS3602.R495 V22165 2005		Znak, 	2005	269
Segmentation of colour video sequences using the fast marching method	Steć, Piotr (1973- ). 		magazyn	University of Zielona Góra Press, 	2005	108
Biogeochemia : wybrane zagadnienia	Sadowski, Zygmunt. 	QH343.7 .S25 2005		Oficyna Wydawnicza Politechniki Wrocławskiej, 	2005	213
Organizacja i funkcjonowanie administracji publicznej we Włoszech : zagadnienia administracyjnoprawne	Sługocki, Janusz. 	KKH2858 .S58 2005		na zlec. Wydziału Prawa i Administracji Uniwersytetu Szczecińskiego, 	2005	221
Kościół a wspólnoty polityczne	Sobczyk, Paweł. 	BX1753 .S63 2005		Santiago, 	2005	319
Młodzi w nowym świecie	Świda-Ziemba, Hanna (1930-2012). 	HQ799.P6 S89 2005		Wydawnictwo Literackie, 	2005	300
