title	author	WD_signature	storage	publisher	year	pages
Sprzedaż	Mactear, John. 	HF5438.4 .M33165 2012		MT Biznes, 	2012	254
Przemiany w umieralności w Europie Środkowej i Środkowo-Wschodniej w okresie transformacji	Michalski, Tomasz (1968- ). 	HB1412.7.A3 M53 2012		"Wydawnictwo ""Bernardinum"", "	2012	165
Ostatnie poświęcenie	Mead, Richelle (1976- ). 		magazyn	"Wydawnictwo ""Nasza Księgarnia"", "	2012	542
Zarządzanie	Mintzberg, Henry (1939- ). 	HD31 .M47165 2012		Oficyna a Wolters Kluwer business, 	2012	336
Kot : poradnik opiekuna	Meadows, Graham. 		magazyn	Wydawnictwo RM, 	2012	192
Podstawy zarządzania bezpieczeństwem i zdrowiem w pracy	Marcinkowski, Jerzy S. 		magazyn	Wydawnictwo Politechniki Poznańskiej, 	2012	135
Teoria komunikowania masowego	McQuail, Denis. 			Wydawnictwo Naukowe PWN, 	2012	575
Mach mit! : podręcznik do języka niemieckiego dla klasy IV. 1	Materniak-Behrens, Mieczysława. 	PF3129.P5 M37 2012	magazyn	Wydawnictwo Szkolne PWN, 	2012	120
Kompendium postępowania karnego	Mierzejewski, Piotr (prawnik). 	KKP4610 .M52 2012		Wydawnictwo C. H. Beck, 	2012	424
Odkrycie sukuba	Mead, Richelle (1976- ). 	PS3613.E24 S836165 2012		Wydawnictwo Amber, 	2012	302
IX Festiwal Misteria Paschalia, Kraków, 2-9 IV 2012 : [program]	Misteria Paschalia (9 ; 2012 ; Kraków). 			Krakowskie Biuro Festiwalowe, 	2012	181
Opracowanie przypadku w psychoanalizie	McWilliams, Nancy. 	RC473.C37 M38165 2012		Wydawnictwo Uniwersytetu Jagiellońskiego, cop. 	2012	258
IX Międzynarodowy Konkurs Dyrygentów im. Grzegorza Fitelberga : Katowice, 16-25 listopada 2012 = 9th Grzegorz Fitelberg International Competition for Conductors : Katowice, 16-25 November 2012	Międzynarodowy Konkurs Dyrygentów im. G. Fitelberga (9 ; 2012 ; Katowice). 			Filharmonia Śląska im. Henryka Mikołaja Góreckiego, [	2012	189
"Listy z Wyspy : ABC polityki ""Kultury"""	Mieroszewski, Juliusz (1906-1976). 	D1058 .M54 2012		Instytut Książki. Dział Wydawnictw, 	2012	463
Wywiad Federacji Rosyjskiej	Minkina, Mirosław. 	JN6695.A55 I66 2012		Wydawnictwo Uniwersytetu Przyrodniczo-Humanistycznego, 	2012	182
Kroniki krwi : świat Akademii wampirów	Mead, Richelle (1976- ). 		magazyn	Wydawnictwo Nasza Księgarnia, 	2012	414
Rytm życia : wariacje na temat świata wyobraźni ponowoczesnej	Maffesoli, Michel (1944- ). 	HM588 .M35165 2012		"Zakład Wydawniczy ""NOMOS"", "	2012	152
Stosunek prawa ochrony konkurencji do prawa własności intelektualnej	Miąsik, Dawid. 	K3850 .M53 2012	magazyn	Lex a Wolters Kluwer Business, 	2012	585
O filmach politycznych : między polityką, politycznością i ideologią	Minkner, Kamil (1976- ). 	PN1995.9.P6 M56 2012	magazyn	Dom Wydawniczy Elipsa, 	2012	349
Jak wychować chłopca na mężczyznę? : 7 skutecznych sposobów	Meeker, Margaret J. (1957- ). 	HQ775 .M44165 2012		Wydawnictwo M, 	2012	318
Podstawy ekonomii. Cz. 2, Makroekonomia	Mierzejewska-Majcherek, Janina (1960- ). 		magazyn	Difin, 	2012	215
Białe złoto : niezwykła historia Thomasa Pellowa i miliona europejskich niewolników w Afryce Północnej	Milton, Giles (1966- ). 	HT1346 .M56165 2012		Oficyna Literacka Noir sur Blanc, 	2012	287
Wrocław w Polskiej Kronice Filmowej : nowe miasto i nowi mieszkańcy w propagandzie państwowej, 1945-1970	Malicka, Wiktoria (1984- ). 	DK4780.2 .M28 2012		Wydawnictwo Libron - Filip Lohner, 	2012	308
Programowanie sterowników PLC : przewodnik do ćwiczeń laboratoryjnych	Mielcarek, Roman. 		magazyn	Wydawnictwo Politechniki Poznańskiej, 	2012	210
Baśniarz	Michaelis, Antonia (1979- ). 	PT2713.I26 M37165 2012		Dreams Wydawnictwo, cop. 	2012	397
Ekspres Berlin-Bagdad : Kajzer, islam i imperium osmańskie, 1898-1918	McMeekin, Sean (1974- ). 	D621.G3 M35165 2012		Wydawnictwo Uniwersytetu Jagiellońskiego, 	2012	422
Własność intelektualna a szkoda dla konkurencji w prawie UE	Miąsik, Dawid. 	KJE6456 .M53 2012		Centrum Europejskie Natolin, 	2012	121
Rozbitkowie	Mierlo-Dulińska, Bożena van. 		magazyn	Ludowa Spółdzielnia Wydawnicza, 	2012	251
Starostowie Polski międzywojennej : portret zbiorowy	Mierzwa, Janusz (1978- ). 	JN6762 .M54 2012		"Towarzystwo Wydawnicze ""Historia Iagellonica"", "	2012	647
Mikro- i makroekonomia : kurs podstawowy	Mierzwa, Danuta. 	HB179.P7 M4543 2012		Wydawnictwo Uniwersytetu Przyrodniczego, cop. 	2012	197
Od aktora do autora : wspieranie młodzieży w konstruowaniu własnej kariery	Minta, Joanna. 	HF5382.5.P7 M56 2012	magazyn	Krajowy Ośrodek Wspierania Edukacji Zawodowej i Ustawicznej, 	2012	116
Stosowanie prawa Unii Europejskiej przez sedziów sądów powszechnych i prokuratorów	Miąsik, Dawid. 	KJE3704 .M53 2012		Krajowa Szkoła Sądownictwa i Prokuratury, 	2012	354
Droga do domu	McQuestion, Karen. 	PS3613.C588 L66165 2012		Społeczny Instytut Wydawniczy Znak, 	2012	390
Niemy strach	Masterton, Graham (1946- ). 	PR6063.A834 U6165 2012		"Wydawnictwo ""Replika"", "	2012	238
"""Poczęty"" w BUW : wspomnienia o Bibliotece Uniwersyteckiej w Warszawie z lat 1977- 1999"	Michalski, Marek (1955-2014). 	Z818.W27 M53 2012		Biblioteka Uniwersytecka, cop. 	2012	203
Podatkowe aspekty działalności w specjalnych strefach ekonomicznych 2012	Mika, Jarosław F. 	KKP3553.3 .M55 2012		"Oficyna Wydawnicza ""Unimex"", cop. "	2012	242
Czy możliwe jest życie przed śmiercią?	Milczarek, Radosław. 		magazyn	Wydawnictwo Poligraf, 	2012	175
We własnych butach	Mittelstaedt, Elizabeth. 		magazyn	"""Koinonia"" Wydawnictwo Chrześcijańskiej Fundacji Życie i Misja, "	2012	372
Psychologiczne uwarunkowania kompetencji społecznych	Martowska, Katarzyna (psychologia). 	BF723.S62 M37 2012		Wydawnictwo Liberi Libri, 	2012	173
Optymalizacja decyzji inwestycyjnych w elektroenergetyce	Michalski, Marek Ł. 	HD9685.A2 M536 2012		Wydawnictwa AGH, 	2012	207
Lithuania on a first date	Mildažytė, Edita (1966- ). 	DK505.32 .M55 2012	magazyn	Tyto alba, 	2012	423
Skóra a zagrożenia środowiskowe : podstawy molekularne działania aldehydów na skórę	Lutz, Waldemar (1939- ). 	RL72 .L87 2012		Termedia Wydawnictwa Medyczne, 	2012	276
O praktyce duchowej wiśisztadwaita-wedanty : studium koncepcji bhakti i prapatti u wybranych myślicieli tradycji	Marlewicz, Halina Ewa (1960- ). 	B132.A35 M37 2012		Księgarnia Akademicka, 	2012	223
W drodze przez cztery kaplice mszalne do swojego kościoła	Michalski, Jan (1942- ). 		magazyn	[Vox Domini - Wydawnictwo Katolickie - Ewa Bromboszcz], 	2012	464
Działalność Komisji Wspólnej przedstawicieli Rządu PRL i Episkopatu Polski 1980-1989	Michalski, Krzysztof (1984- ). 	BX1566.2 .M528 2012	magazyn	Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu, 	2012	290
"Ogólnopolska prognoza rynku pracy w obszarze turystyki i rekreacji (ze szczególnym uwzględnieniem województwa mazowieckiego) : raport opracowany w ramach projektu: ""Motywacja - Biznes - Sukces. Nowe oblicze turystyki"""	Mackiewicz, Michał (ekonomia). 		magazyn	Wydawnictwo Naukowe WSKFiT, [	2012	179
Wonderful life : Laurent Mignonneau + Christa Sommerer	Mignonneau, Laurent (1967- ). 		magazyn	Narodowe Centrum Kultury, 	2012	173
How language began : gesture and speech in human evolution	McNeill, David (1933- ). 	P116 .M4 2012		Cambridge University Press, 	2012	264
Żądza krwi	McDermid, Val (1955- ). 	PR6063.C37 T67165 2012		Prószyński i S-ka, 	2012	463
