title	author	WD_signature	storage	publisher	year	pages
Anthrōpon zītō = Szukam człowieka : księga pamiątkowa ofiarowana profesorowi dr. hab. Krzysztofowi Głombiowskiemu w 65. rocznicę urodzin		PA26.G56 A56 2012		Wydawnictwo Uniwersytetu Gdańskiego, 	2012	222
W stronę podmiotowości : o emocjonalności, tożsamości, dobrych uczynkach i pożytkach płynących z porannego wstawania		BF149 .W27 2012		Smak Słowa, 	2012	335
ACT of 20 April 2004 on the promotion of employment and labour market institutions		KKP1437.A312004 U8813 2012		Zakład Wydawniczo-Poligraficzny MPiPS, 	2012	174
Prawo spółdzielcze : spółdzielnie mieszkaniowe		KKP1120 .A28 2012		Lubelskie Wydawnictwa Prawnicze, 	2012	158
Prawnicy na Uniwersytecie Wrocławskim		KKP105 .P73 2012		Wydawnictwo Uniwersytetu Wrocławskiego, 	2012	150
Władza rodzicielska i kontakty z dzieckiem : komentarz		KKP602 .W58 2012		Wydawnictwo C. H. Beck, 	2012	603
Archiwa polskie wczoraj i dziś : praca zbiorowa		CD1741 .A79 2012		Naczelna Dyrekcja Archiwów Państwowych, 	2012	281
Obywatel - instytucje - władza na przełomie XX i XXI wieku		JA84.P7 O28 2012		Firma Wydawniczo-Handlowa Mado, cop. 	2012	458
Mity historyczno-polityczne, wyobrażenia zbiorowe, polityka historyczna : studia i materiały. T. 2		D31 .M58 2010 t.2		Wydawnictwo Adam Marszałek, cop. 	2012	346
Health - the proper functionning of man = Zdrowie - prawidłowe funkcjonowanie człowieka			magazyn	Bydgoska Szkoła Wyższa, 	2012	148
Hearts and money beyond borders : fundraising from individuals for development and relief			magazyn	PDCS, 	2012	337
Wybrane konteksty resocjalizacji			magazyn	Wydawnictwo Naukowe Akademii Pomorskiej, 	2012	159
Looking for a challenge? : the ultimate problem set from the University of Warsaw Programming Competitions		QA76.9.A43 W2413 2012		Faculty of Mathematics, Informatics and Mechanics University of Warsaw, 	2012	425
Mały słownik koreańsko-polski		PL937.P58 M35 2012		Slawistyczny Ośrodek Wydawniczy, 	2012	530
Nowoczesność i globalizacja na północnym Podlasiu : perspektywa etnograficzna		HN539.P63 N69 2012	magazyn	Wydawnictwa Uniwersytetu Warszawskiego, cop. 	2012	258
Wolni z wolnymi, równi z równymi, zacni z zacnymi... = Vìl'nì z vìl'nimi, rìvnì z rìvnimi, dostojnì z dostojnimi...		DK4185.U38 W645 2012		"Wydawnictwo ""Biblioteka Kuriera Galicyjskiego"", "	2012	262
"Rzeczpospolita Wielkiego Narodu - wspólnota wolności i ładu : refleksja geopolityczna Adama Doboszyńskiego i emigracyjnego środowiska ""Walki"" : perspektywa źródłowa"		DK4400 .S55 2012		Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu. Oddział, 	2012	316
Juliusz Kraziewicz (1829-1895) : pionier polskich kółek rolniczych : (teksty źródłowe).			magazyn	Muzeum Historii Polskiego Ruchu Ludowego, 	2012	162
Historia militaris polonica		DK4170 .H57 2012		Muzeum Historii Polskiego Ruchu Ludowego, 	2012	268
Niemcy we współczesnym świecie : problemy społeczno-polityczne		DD232 .N56 2012		Wydawnictwo Uniwersytetu Wrocławskiego, 	2012	240
Materiały do nauki prawa karnego materialnego : kazusy, testy, zadania argumentacyjne		KKP3800 .M38 2012		Oficyna a Wolters Kluwer business, 	2012	389
Bataliony Chłopskie na Kielecczyźnie 1940-1945 : walka o nową Polskę : materiały z sesji popularnonaukowej, która odbyła się 27 października 2010 roku w Kielcach w 70. rocznicę powstania Batalionów Chłopskich		D802.P62 K497 2012		Muzeum Historii Polskiego Ruchu Ludowego, 	2012	216
Problemy rozwoju regionalnego		HT395.P6 P7666 2012		Wydawnictwo Uniwersytetu Ekonomicznego, 	2012	677
Duchowni greckokatoliccy i prawosławni w centralnym obozie pracy w Jaworznie (1947-1949) : dokumenty i materiały		HV8964.P6 D835 2012	magazyn	Związek Ukraińców w Polsce, 	2012	272
Podstawy konstrukcji maszyn. 2, Techniki wytwarzania i maszynoznawstwo			magazyn	Wydawnictwa Komunikacji i Łączności, 	2012	351
Governance failure and reform attempts after the global economic crisis of 2008/09 : case studies from Central and Eastern Europe		HC244 .G68 2012		ibidem-Verlag, cop. 	2012	234
Badania nad embrionami ludzkimi w świetle etyki i prawa		QM611 .B34 2012	magazyn	Wydawnictwa Uniwersytetu Warszawskiego, 	2012	257
Białopole IG 1			magazyn	Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy, 	2012	175
Klęska demokracji? : obszar byłego ZSRR : praca zbiorowa		DK295 .K54 2012		Wydawnictwo Adam Marszałek, 	2012	522
Intercultural management issues		HD62.4 .I53 2012		Difin, 	2012	175
Malbork IG 1			magazyn	Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy, 	2012	169
Zarządzanie dziś i jutro			magazyn	CeDeWu, 	2012	158
Piracy and maritime terrorism : logistics, strategies, scenarios		HV6433.785 .P57 2012		IOS Press, 	2012	223
Logistyka produkcji : procesy, systemy, organizacja		HD38.5 .L633 2012		Difin, 	2012	230
Wierność obrazów : René Magritte i fotografia = La fidélité des images : René Magritte et la photographie = The fidelity of images : René Magritte and photography		TR653 .M34 2012		Międzynarodowe Centrum Kultury, 	2012	122
Kochamy Pana Jezusa 2 : zeszyt ucznia : ćwiczenia do religii dla klasy II szkoły podstawowej			magazyn	Wydawnictwo WAM - Księża Jezuici, cop. 	2012	121
Przypinki kwestarskie i cegiełki w Częstochowie w latach 1915-1924		HV315.7.Z9 C937 2012		Polskie Towarzystwo Numizmatyczne Oddział im. dr. Władysława Terleckiego, 	2012	146
UE-NATO : strategiczne problemy bezpieczeństwa		UA646 .U36 2012		Wydawnictwo Wyższej Szkoły Oficerskiej Sił Powietrznych, 	2012	572
"""Trzeba dyscypliny - bez niej nie da się pasji składnie wyrazić..."" : studia z dziejów nowożytnych (XVI-XVIII w.)"		D228 .T79 2012		Instytut Historii UAM, 	2012	376
W blasku Bożej prawdy : przewodnik metodyczny : klasa I liceum i technikum			magazyn	Wydawnictwo Jedność, 	2012	335
Wybrane problemy zagrożeń chemicznych dla ratowników medycznych		RA1211 .W92 2012		Wydawnictwo Naukowe Państwowej Wyższej Szkoły Zawodowej, 	2012	199
Kodeks postępowania cywilnego. Dochodzenie roszczeń w postępowaniu grupowym		KKP1704.31964 .A52 2012f		LexisNexis Polska, 	2012	606
"Dobre praktyki mentora akademickiego : doświadczenie projektu ""Kuźnia Liderów - Szkoła Mentorów"""		LB1731.4 .D63 2012		Wyższa Szkoła Pedagogiczna TWP, 	2012	171
Modernizacja kształcenia zawodowego w Małopolsce			magazyn	Urząd Marszałkowski Województwa Małopolskiego. Departament Edukacji i Kształcenia Ustawicznego. Wydział Kształcenia Zawodowego, 	2012	148
Viribus unitis? : polscy parlamentarzyści w monarchii habsburskiej 1848-1918 = Polish parliamentarians in the Habsburg Monarchy		DK4600.G3475 V57 2012	magazyn	Polska Akademia Nauk Stacja Naukowa, 	2012	121
René Magritte : newly discovered works : catalogue raisonné. 6, Oil paintings, gouaches, drawings		N6973.M28 A4 2012		Menil Foundation, 	2012	163
Od oświecenia ku romantyzmowi i dalej... : autorzy - dzieła - czytelnicy. Cz. 4		PG7051 .O317 2004 t.4		Uniwersytet Śląski, 	2012	253
Kompleksowy program aktywizacji osób starszych 50+ : raport końcowy		HD6283.P7 K66 2012		Akademia Leona Koźmińskiego ; Millward Brown SMG/KRC, 	2012	416
Idziemy do Jezusa : klasa II szkoły podstawowej : przewodnik metodyczny			magazyn	Wydawnictwo Jedność, 	2012	304
Szacowanie nieruchomości : rzeczoznawstwo majątkowe		KKP683 .S936 2012	magazyn	LEX a Wolters Kluwer business, 	2012	676
"""Szkoła ukraińska"" w romantyzmie polskim : szkice polsko-ukraińskie"		PG7053.R6 S97 2012	magazyn	nakł. Wydziału Polonistyki Uniwersytetu Warszawskiego, 	2012	652
W labiryncie : Theodoros Terzopoulos spotyka Heinera Müllera			magazyn	Instytut im. Jerzego Grotowskiego, 	2012	190
Kreatywna gospodarka w mieście i aglomeracji : praca zbiorowa		HT166 .K74 2012		Wydawnictwo Uniwersytetu Ekonomicznego, 	2012	198
Jednostka i społeczeństwo wobec doświadczenia komunizmu : przeszłość i teraźniejszość		HN537.5 .J426 2012		Wydawnictwo KUL, 	2012	180
Bankowość korporacyjna : podręcznik akademicki		HG1607.P59 B395 2012		Difin, 	2012	359
Teodor Bujnicki : ostatni bard Wielkiego Księstwa Litewskiego		PG7158.B872 T46 2012	magazyn	Książnica Podlaska, 	2012	264
Dopełnienie konieczne : śląskie fotografki : Muzeum śląskie w Katowicach, 2012		TR95.P7 D66 2012		Muzeum Śląskie, cop. 	2012	215
Historia administracji w Polsce : 1764-1989 : wybór źródeł		KKP2858 .A28 2012		Wydawnictwo Naukowe PWN, 	2012	531
Gospodarka XXI wieku : innowacyjność, ekonomika i organizacja. Cz. 2			magazyn	Naukowe Wydawnictwo IVG, 	2012	158
Eseje o stabilności finansowej : księga jubileuszowa : 45 lat pracy naukowej prof. zw. dr. hab. Bogusława Pietrzaka		HG173.6.P65 E84 2012		CeDeWu.pl, 	2012	446
Logika		BC151 .L6 2012		Wolters Kluwer Polska, 	2012	158
Tabu w literaturze i sztuce dla dzieci		PN1009.5.T25 T35 2012	magazyn	Duński Instytut Kultury, cop. 	2012	166
"""Śmierć komunistom!"" : młodzieżowa konspiracja niepodległościowa na ziemi łódzkiej w latach 1948-1953"		DK4600.L6385 S64 2012		Wydawnictwo Atena, 	2012	428
"""Wartością sołectwa są ludzie"" : raporty ze studenckich badań terenowych w gminach śląskich"		HN539.S56 W37 2012	magazyn	Collegium Civitas Press, 	2012	167
Good practices in the preservation and promotion of Jewish heritage : a guide based on the Polish and Belarusian experiences		DS135.B38 G66 2012		Museum of the History of Polish Jews, 	2012	264
