title	author	WD_signature	storage	publisher	year	pages
Jedyna szansa	Coben, Harlan (1962- ). 		magazyn	Albatros	2018	411
Hańba	Coetzee, J. M. (1940- ). 	PR9369.3.C58 D5165 2018		Wydawnictwo Znak	2018	267
PKB : krótka, lecz emocjonująca historia	Coyle, Diane (1961- ). 	HC79.I5 C69165 2018	magazyn	Wydawnictwo Naukowe PWN	2018	136
Branżowa współpraca małych i średnich przedsiębiorstw budowlanych w kontekście efektywności ich funkcjonowania	Czerwińska-Lubszczyk, Agnieszka. 		magazyn	Wydawnictwo Naukowe Akademii Techniczno-Humanistycznej	2018	239
Lustra tradycji : studia i szkice interpretacyjne	Dakowicz, Przemysław (1977- ). 	PG7070 .D34 2018		Wydawnictwo Uniwersytetu Łódzkiego	2018	287
Koronki do Najświętszego Serca Jezusowego. T. 1, Wcielenie	Dehon, Léon J. (1843-1925). 		magazyn	Wydawnictwo Księży Sercanów Dehon	2018	191
Kobieta, którą pokochał marszałek : opowieść o Oli Piłsudskiej	Droga, Katarzyna (1965- ). 	PG7204.R614 K63 2018		Znak Litera Nova	2018	365
Język : narzędzie kultury	Everett, Daniel Leonard (1951- ). 	P35 .E9165 2018	magazyn	Copernicus Center Press	2018	456
Opening the drawer : the hidden identities of polish Jews	Cohen, Barry (dziennikarz). 	DS134.55 .C64 2018		Vallentine Mitchell	2018	323
Zwycięstwo	Conrad, Joseph (1857-1924). 	PR6005.O4 V53165 2018		Vis-à-vis Etiuda	2018	438
Rozliczanie w czasie kosztów uzyskania przychodów w podatku dochodowym od osób prawnych	Dmoch, Wojciech. 	KKP3592 .D66 2018		Wolters Kluwer	2018	258
Metropolia Lwowska Obrządku Łacińskiego i jej losy w pojałtańskiej rzeczywistości : arcybiskupi i biskupi u progu Niepodległości 1918 roku	Draus, Jan (1952- ). 	BX1612.U38 D73 2018		Libra	2018	165
Where are we? Where are we going? : 2 Conference V4-CF, 17-18 november 2017, Kraków, Wieliczka : book of presentations from V4-CF conference = Zborník prednášok z V4-CF konferencie	Conference V4-CF (2 ; 2017 ; Kraków / Wieliczka). 		magazyn	Polish CF Foundation Matio	2018	160
Kościół wykluczonych : teologia z perspektywy Nazaretu	Codina, Víctor (1931- ). 	BX2347.8.P66 C63165 2018		Wydawnictwo WAM	2018	315
Zobowiązania : pytania, kazusy, tablice, testy	Drela, Monika. 	KKP810 .D74 2018		Wydawnictwo C. H. Beck	2018	416
Księga łask otrzymanych za wstawiennictwem Błogosławionego księdza Jerzego Popiełuszki	Czarnecka, Magdalena. 		magazyn	Wydawnictwo JUT	2018	126
Język polski 5 : Jutro pójdę w świat : podręcznik : szkoła podstawowa	Dobrowolska, Hanna. 		magazyn	Wydawnictwa Szkolne i Pedagogiczne	2018	343
Lata szkolne Jezusa	Coetzee, J. M. (1940- ). 	PR9369.3.C58 S36165 2018		Wydawnictwo Znak	2018	301
Ambasadorki wychowania : poglądy pedagogiczne polskich kobiet w II połowie XIX i początkach XX wieku	Falkowska, Joanna (pedagogika). 	LC2300.P7 F35 2018	magazyn	Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	360
Człowiek z metalu : szczegółowa biografia Jamesa Hetfielda	Eglinton, Mark. 	ML420.H47 E45165 2018		In Rock	2018	252
Drogi do niepodległości : o Nowym Mieście nad Wartą i okolicach w latach 1793-1920	Czarny, Halina. 	DK4600.N6833 C93 2018		Biblioteka Publiczna Gminy Nowe Miasto nad Wartą	2018	280
Maciej Świeszewski : rysunek = drawing. 2	Davvétas, Dīmosthénīs (1955- ). 	NC312.P63 S842 2018 t.2		Wydawnictwo Tadeusz Serocki = Publisher Tadeusz Serocki	2018	327
Przewodnik dla nauczyciela : Lokomotywa : klasa druga : edukacja polonistyczna, przyrodnicza i społeczna z elementami innych edukacji	Dobrowolska, Małgorzata. 		magazyn	Gdańskie Wydawnictwo Oświatowe	2018	327
Jak być człowiekiem	Cocozza, Paula. 	PR6103.O35 H69165 2018		Wydawnictwo Czarna Owca	2018	287
Spółdzielnia socjalna prowadząca stołówkę szkolną : model franczyzy społecznej	Dziadkowiec, Anna. 		magazyn	Regionalny Ośrodek Polityki Społecznej	2018	100
Dzieciństwo Jezusa	Coetzee, J. M. (1940- ). 	PR9369.3.C58 C45165 2018		Wydawnictwo Znak	2018	301
Jak wytresować smoka. 1	Cowell, Cressida. 		magazyn	Znak Emotikon	2018	220
Tradycja i tradycje. T. 1, Esej historyczny	Congar, Yves Marie Joseph (1904-1995). 	BT90 .C66165 2018 t.1		Instytut Tomistyczny	2018	490
Mickiewicz i świat żydowski : studium z aneksami	Fabianowski, Andrzej (1954- ). 	PG7158.M51 F33 2018	magazyn	Wydawnictwa Uniwersytetu Warszawskiego	2018	399
Nieskończony wszechświat Maisie Day	Edge, Christopher (pisarz). 		magazyn	Zielona Sowa	2018	150
I Synod Diecezji Lubelskiej celebrowany w Kościele Katedralnym  w roku 1928 w dniach 25, 26, 27 września	Ecclesia Catholica. Diecezja Lubelska. Synod (1 ; 1928). 		magazyn	Kuria Metropolitalna w Lublinie	2018	195
Tylko seks? : antropologia erotyzmu od Sade'a do Houellebecqa	Dąbrowski, Mieczysław (1947- ). 	PN56.E7 D33 2018	magazyn	Wydawnictwa Uniwersytetu Warszawskiego	2018	284
Dalej	Dąbrowski, Cezary (1968- ). 	PG7204.A213 D35 2018		Wydawnictwo LTW	2018	178
Sekretnik Matyldy	Czerwińska-Rydel, Anna (1973- ). 		magazyn	Wydawnictwo Literatura	2018	155
Przestępczość korupcyjna w świetle prawa międzynarodowego	Dąbrowski, Łukasz Dawid. 	K5261 .D335 2018		Katedra Ochrony Praw Człowieka i Prawa Międzynarodowego Humanitarnego Uniwersytetu Kardynała Stefana Wyszyńskiego	2018	281
Ryzyko akcji notowanych na GPW : parametr beta i jego zastosowanie	Dębski, Wiesław (1948- ). 	HG5587 .D43 2018		Wydawnictwo Naukowe PWN SA	2018	225
