title	author	WD_signature	storage	publisher	year	pages
Hand made				Ministerstwo Rozwoju Regionalnego. Departament Zarządzania Europejskim Funduszem Społecznym, [ante 	2012	127
"Od opracowania do wdrożenia programu doskonalenia zawodowego w przedsiębiorstwach : Publikacja opracowana w ramach projektu ""Warsztaty i praktyka z zawodzie dydaktyka"""			magazyn	Instytut Nauk Społeczno-Ekonomicznych, [ca 	2012	131
Władza w PRL : ludzie i mechanizmy		JN6760 .W64 2011	magazyn	Instytut Pamięci Narodowej. Komisja Ścigania Zbrodni Przeciwko Narodowi Polskiemu, 	2011	352
Konstytucja RP a stosunki międzynarodowe		KKP2325 .K65 2011		[AT GROUP], 	2011	213
Refleksje nad bezpieczeństwem		HV549 .R44 2011		European Association for Security, 	2011	455
Tabloidy : język, wartości, obraz świata		PN5355.P6 T33 2011	magazyn	Wydawnictwo Uniwersytetu Wrocławskiego, 	2011	327
Starożytny chrześcijanin w obliczu przemian dziejowych		BR67 .S7 2011		Uniwersytet im. Adama Mickiewicza. Wydział Teologiczny, 	2011	219
Zgorzelec jako miasto pograniczne w opiniach jego mieszkańców		HN539.Z46 Z46 2011	magazyn	Gajt Wydawnictwo, 	2011	177
Muzeum otwarte na edukację : publikacja poseminaryjna		GN36.P7 M9 2011		AT Wydawnictwo, cop. 	2011	135
Lustracja województw wielkopolskich i kujawskich : 1765 : województwo inowrocławskie		HD729.W53 L875 2011		Wydawnictwo Uniwersytetu Kazimierza Wielkiego, 	2011	139
Zabytki Podlasia : pamięci Wiesławy Szymańskiej		NA1455.P62 P639 2011		Departament Kultury i Dziedzictwa Narodowego Urzędu Marszałkowskiego Województwa Podlaskiego, 	2011	150
Grudzień '70 : grudzień 1970 na Wybrzeżu Gdańskim w świetle akt Komitetu Wojewódzkiego Polskiej Zjednoczonej Parii Robotniczej w Gdańsku			magazyn	Stowarzyszenie Przyjaciół Archiwum Państwowego, 	2011	112
