title	author	WD_signature	storage	publisher	year	pages
Omen	Seltzer, David (1940- ). 	PS3619.E45 O64165 2018		Vesper	2018	244
Jej obsesja	Robson, Amanda. 	PR6118.O297 O27165 2018		Wydawnictwo Amber	2018	318
Heureka : jak w labiryncie... : dla zakochanych	Rodzewicz, Wiesław (1948- ). 		magazyn	Wydawnictwo Gaudentinum	2018	220
Europejski wiersz litanijny : w innej czasoprzestrzeni	Sadowski, Witold. 	PN1077 .S25 2018	magazyn	Wydawnictwa Uniwersytetu Warszawskiego	2018	474
Droga Królewska	Ryś, Anna. 	DK4683.D58 R87 2018		Instytut Kultury Miejskiej	2018	210
Przesłania na Boże Narodzenie : dyskursy Bhagawana Śri Sathya Sai Baby wygłoszone z okazji świąt Bożego Narodzenia w latach 1970-2009	Sathya Sai Baba (1926-2011). 		magazyn	Stowarzyszenie Sathya Sai	2018	321
Prostyń : miejsce objawień św. Anny	Rytel-Andrianik, Paweł (1976- ). 		magazyn	Wydawnictwo Sióstr Loretanek	2018	129
Niebezpieczny chłopak	Robinson, Peter (1950- ). 		magazyn	Wydawnictwo Sonia Draga	2018	339
Komisja Edukacji Narodowej 1773-1794 : Akademia Krakowska, Szkoła Główna Koronna	Ryś, Jan (historyk). 	LF4203 .R95 2018		Oficyna Wydawnicza ASPRA-JR	2018	405
Dwa dni w maju	Sierra i Fabra, Jordi (1947- ). 	PQ6669.I45 D64165 2018		Wydawnictwo Albatros	2018	318
Normalni inaczej	Robinson, Tammy (1976- ). 	PR9639.4.R63 D54165 2018		IUVI	2018	333
Najtajniejsza broń wywiadu	Rybarczyk, Sebastian (1970-2018). 	JF1525.I6 R897 2018		Fronda	2018	335
Kartograficzne zamostiana	Przegon, Wojciech (1953- ). 	GA945.Z35 P79 2018		Archiwum Państwowe w Zamościu	2018	210
Genetyka dla bystrzaków	Robinson, Tara Rodden. 	QH437 .R63165 2018		Wydawnictwo Helion	2018	402
Publikacje naukowe : praktyczny poradnik dla studentów, doktorantów i nie tylko	Siuda, Piotr (1982- ). 	LB2369 .S58 2018		PWN	2018	240
Król	Ryrych, Katarzyna (1959- ). 		magazyn	Wydawnictwo Literatura	2018	150
Rosyjski aktywnie! : trening na 200 sposobów	Runowska, Marta. 		magazyn	Wydawnictwo Edgard	2018	224
Polskie remanenty : szkice o ideowych uwikłaniach polskiej literatury dwudziestowiecznej	Sienkiewicz, Barbara. 	PG7051 .S494 2018		Wydawnictwo Uniwersytetu Jagiellońskiego	2018	290
Ludzie Torunia odrodzonej Rzeczypospolitej (1920-1939). Cz. 2, Biogramy i szkice biograficzne	Przybyszewski, Kazimierz (1937-2013). 	DK4800.T6 P76 2001 t.2		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	694
Przedsiębiorstwa w obliczu wyzwań XXI wieku : modele biznesowe, finansowanie, innowacje	Rochoń, Małgorzata. 	HD36 .R56 2018		Wydawnictwo Edu-Libri	2018	113
Sakroturyzm w dobie globalizacji : studium transdyscyplinarne	Rogowski, Cyprian (1953- ). 	G156.5.R44 R64 2018		Wydawnictwo Adam Marszałek	2018	369
Umowa o partnerstwie publiczno-prywatnym a umowa administracyjna	Rożek, Kacper. 	KKP3073 .R69 2018		"Oficyna Wydawnicza ""Humanitas"""	2018	132
The self and the world : aspects of the aesthetics and politics of contemporary North American literary memoir by women	Rzepa, Agnieszka. 	PR9175 .R94 2018		Wydawnictwo Naukowe UAM	2018	215
Tabulatura Organi ex Bibliotheca Fraustadiensi ad Praesepe Christi	Rzepka, Sonia. 	ML642.P68 W737 2018		Wydawnictwo Naukowe Sub Lupa	2018	145
Wielkie poruszenie : pojałtańskie narracje migracyjne w kulturze polskiej	Siewior, Kinga. 	PG7053.E45 S54 2018		Instytut Badań Literackich PAN - Wydawnictwo	2018	518
Kondycja stowarzyszeń przyjaciół Ligi Narodów (1919-1939)	Sierpowski, Stanisław (1942- ). 	JZ4871 .S532 2018		Instytut Historii UAM	2018	227
Z krainy cienia : opowiadania niesamowite	Siwiec, Tomasz (1985- ). 		magazyn	Wydawnictwo Skrzat	2018	173
Sami swoi? : wielokulturowość we współczesnej Europie : XXII Seminarium Śląskie, Kamień Śląski 2017	Seminarium Śląskie (22 ; 2017 ; Kamień Śląski). 	D1056 .S45 2017		Dom Współpracy Polsko-Niemieckiej	2018	120
"Florentyn Trawiński - ""Zbawca Luwru""... : fakty i mit"	Sikorska, Mirosława. 	DC317 .S55 2018		Zakład Narodowy Rawiteum	2018	182
Formy wspornikowe w architekturze domów indywidualnych	Rokicki, Wiesław. 	TH1635 .R65 2018		Oficyna Wydawnicza Politechniki Warszawskiej	2018	233
Świat fizyki 8 : fizyka : szkoła podstawowa : podręcznik	Sagnowska, Barbara. 	QC23.2 .S27 2018		Wydawnictwa Szkolne i Pedagogiczne	2018	231
Różaniec	Ryś, Grzegorz (1964- ). 		magazyn	Wydawnictwo Znak	2018	150
Przyjaciółka diabła	Robinson, Peter (1950- ). 		magazyn	Wydawnictwo Sonia Draga	2018	397
Wojsko od podszewki : sylwetki i sytuacje	Siemaszko, Zbigniew Sebastian (1923- ). 		magazyn	Wydawnictwo Test	2018	302
Pięknie spełnione życie : Franciszek Stefczyk 1861-1924	Ryszka, Czesław (1946- ). 	HG2039.P6 R96 2018	magazyn	Spółdzielczy Instytut Naukowy	2018	186
"Chełmżyńska piłka nożna 1928-2018 : książka wydana z okazji 90-lecia Klubu Sportowego ""Legia"" Chełmża"	Seroczyński, Marcin (1977- ). 		magazyn	Machina Druku	2018	102
Ziemia Wyrzyska w swej drugiej odsłonie	Seroka, Zdzisław (1955- ). 		magazyn	[Totem.com.pl]	2018	199
Coaching kariery : doradztwo zawodowe w warunkach współczesnego rynku pracy	Sidor-Rządkowska, Małgorzata. 	HF5381 .S47 2018		Wolters Kluwer	2018	200
Cień Hamleta - tropy szekspirowskie w literaturze przełomu XIX i XX wieku	Ratuszna, Hanna. 	PR2971.P7 R38 2018		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	363
Konstytucyjne gwarancje niezależności najwyższych organów kontroli w państwach członkowskich UE	Serowaniec, Maciej. 	KJE5076 .S47 2018		"Towarzystwo Naukowe Organizacji i Kierownictwa ""Dom Organizatora"""	2018	325
Z natchnienia Pana	Seweryn, Andrzej (1953- ). 		magazyn	Wydawnictwo Słowo Prawdy	2018	180
