title	author	WD_signature	storage	publisher	year	pages
Podróż menedżera : ilustrowany przewodnik po angażującej pracy z zespołem	Zegar, Robert. 	HD66 .Z44 2018		Wydawnictwo Słowa i Myśli	2018	156
Możliwości i ograniczenia edukacji inkluzyjnej : egzemplifikacje		LC1200 .M69 2018		Wydawnictwo Naukowe Uniwersytetu Przyrodniczo-Humanistycznego	2018	147
The great economists : how their ideas can help us today	Yueh, Linda. 	HB75 .Y9 2018		Viking	2018	357
Informacje gospodarcze : studium prawne		KKP3190 .I534 2018		Wydawnictwo C. H. Beck	2018	337
Ochrona praw jednostki w postępowaniu egzekucyjnym w administracji		KKP2795 .O27 2018		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	323
Videotestament : prawo spadkowe wobec nowych technologii	Załucki, Mariusz. 	KKP785 .Z35 2018		Wydawnictwo C. H. Beck	2018	255
Chrześcijańskie fenomeny mistyczne : słownik			magazyn	JEDNOŚĆ	2018	231
Marketing, estetyka, prawo : wizja młodych			magazyn	"Instytut Naukowo-Wydawniczy ""Spatium"""	2018	144
20 lat Bielskiej Zadymki Jazzowej : 15 lat z Grupą Lotos		ML38.B44 A14 2018		Stowarzyszenie Sztuka Teatr w Bielsku-Białej	2018	185
Analiza branży przetwórstwa spożywczego w województwie lubelskim : raport końcowy z badań ilościowych i jakościowych			magazyn	Wojewódzki Urząd Pracy w Lublinie	2018	106
Konstytucje państw współczesnych : studium prawno-historyczne		K3165 .K633 2018		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	278
Twarze gdańskiej kultury : Splendor Gedanensis 1973-2018			magazyn	we współpracy z Klubem Żak	2018	117
Plecakiem do przodu : z kartek zapisywanych w samolocie	Zarychta, Ewa. 		magazyn	[Ewa Zarychta]	2018	163
Stare i nowe tendencje w obszarze pamięci społecznej		DK4155 .S83 2018		Wydawnictwo Naukowe Scholar	2018	393
Stomil - Poznań S.A. : historia kołem się toczy 1928-2018	Zarzycki, Andrzej (1955- ). 		magazyn	na zlecenie Stomil - Poznań S.A.	2018	295
Spojrzenie przez gardinkę : wielokulturowość Górnego Śląska na przykładzie Ziemi Prudnickiej i Głubczyckiej			magazyn	"Stowarzyszenie ""Odnowa Wsi Biedrzychowice"""	2018	110
Wychowanie harcerskie	Zimmer, Bolesław (1914-2002). 		magazyn	"""Impuls"""	2018	143
Galicyjskie miasta w epoce zmian społeczno-politycznych w Europie Środkowo-Wschodniej w XVIII-XIX wieku : zbiór studiów		DK4600.G3475 G36 2018		Centralʹnij deržavnij ìstoričnij arhìv Ukraïni	2018	313
Rozmówki filipińskie : ze słownikiem i gramatyką			magazyn	nakładem Wydawnictwa Lingea	2018	320
Język polski 5 : podręcznik dla klasy piątej szkoły podstawowej. Cz. 2	Zbróg, Piotr. 		magazyn	Grupa MAC S.A.	2018	150
Paweł Włodkowic i polska szkoła prawa międzynarodowego		KZ2123 .P39 2018		Teologia Polityczna	2018	318
Twórczość Henryka Sienkiewicza a korespondencja sztuk		PG7158.S42 H367 2014 t.7		Wydawnictwo DiG	2018	387
Zbiór przepisów podatkowych na 2018 rok		KKP3544 2018f		Wydawnictwo Podatkowe GOFIN	2018	544
Komputer i Internet dla początkujących : 60 wskazówek i porad		QA76.5 .K655 2018	magazyn	Wiedza i Praktyka	2018	119
She has her mother's laugh : the powers, perversions, and potential of heredity	Zimmer, Carl (1966- ). 	QH431 .Z46 2018		Dutton an imprint of Penguin Random House LLC	2018	657
Rachunkowość finansowa przedsiębiorstwa : od jego powstania do likwidacji		HF5653 .R2636 2018		Wolters Kluwer	2018	605
Childhood in History : perceptions of children in the ancient and medieval worlds		HQ767.87 .C45 2018		Routledge,Taylor & Francis Group	2018	383
Żyj lepiej, kochaj mądrzej : jak uwolnić się od przeszłości, cieszyć się teraźniejszością i tworzyć idealną przyszłość	Zimbardo, Philip G. (1933- ). 	RC489.C63 Z56165 2018		PWN	2018	169
Wdrożenie ogólnego rozporządzenia o ochronie danych osobowych : aspekty proceduralne		KJE1626 .W37 2018		Wolters Kluwer Polska	2018	141
Zaburzenia płynności mowy		RC424 .Z28 2018		Harmonia Universalis	2018	366
Średniowieczni władcy i ich otoczenie		D131 .S74 2018		Wydawnictwo Uniwersytetu Rzeszowskiego	2018	383
Wybitni Rzymianie czasów schyłku Republiki : Gnejusz Pompejusz Wielki (106-48 przed Chrystusem)		DG258 .W83 2018		Wydawnictwo Uniwersytetu Śląskiego	2018	253
Ślady Szekspira : jego dzieło w literaturze i teatrze		PR2979.P58 S53 2018		Wydawnictwo Naukowe Akademii Ignatianum	2018	330
Procedury podatkowe i administracyjne 2018 w jednostkach samorządu terytorialnego		KKP3660 .P76 2018	magazyn	C. H. Beck	2018	577
