title	author	WD_signature	storage	publisher	year	pages
Władcy jedzenia : jak przemysł spożywczy niszczy planetę	Liberti, Stefano (1974- ). 	HD9000.5 .L53165 2019		Wydawnictwo Agora	2019	382
Legenda Fioletowego Paula	Lisiewicz, Olga. 		magazyn	Klara	2019	447
Ona : pytania intymne	Lew-Starowicz, Zbigniew (1943- ). 	HQ29 .L485 2019		Czerwone i Czarne	2019	254
Drewniana architektura sakralna południowego Podlasia : (północnej części województwa lubelskiego)	Maraśkiewicz, Janusz. 	NA5955.P62 P6488 2019		Jan Maraśkiewicz	2019	320
Projektowanie realizacji budowy	Marcinkowski, Roman (budownictwo). 		magazyn	PWN	2019	388
II wojna światowa w Trzemesznie. T. 1, Wybuch wojny i pierwsze lata okupacji	Leśniewski, Andrzej (zabytki). 	D802.P62 T795 2019 t.1		"Fundacja ""Kierunek Kultura"""	2019	385
Fizjologia roślin : wprowadzenie	Lewak, Stanisław (1930- ). 	QK711.2 .L48 2019		Wydawnictwo Naukowe PWN	2019	212
Wakacje 1939	Lisiecka, Anna. 	DK4409.5 .L57 2019		Sport i Turystyka - Muza	2019	541
Słowa mocy : sztuka tworzenia szczęśliwego życia	Maciąg, Agnieszka (1969- ). 		magazyn	Wydawnictwo Otwarte	2019	360
Demoscena ZX Spectrum	Marecki, Piotr (1976- ). 	N7433.84.E852 M37 2019		Wydawnictwo Uniwersytetu Jagiellońskiego	2019	156
(Nie) pamięć	Lévy, Marc (1961- ). 	PQ2672.E9488 H67165 2019		Wydawnictwo Sonia Draga	2019	347
Fuzja sztuk i horyzontów : arystotelesowski paradygmat opery	Lisiecka, Katarzyna. 	ML1700 .L57 2019		Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza w Poznaniu	2019	331
Co się dzieje w świecie kwantów? : o interpretacjach mechaniki kwantowej	Łobejko, Marcin. 	QC174.12 .L63 2019		Copernicus Center Press	2019	219
Żydzi i imperia	Maciejewski, Gabriel (1969- ). 		magazyn	Klinika Języka	2019	125
Elastyczność organizacyjna w przedsiębiorstwie rodzinnym	Lemańska-Majdzik, Anna. 	HD62.25 .L46 2019		Wydawnictwo Politechniki Częstochowskiej	2019	310
Poznawanie Kępińskiego : biografia psychiatry	Mateja, Anna (1973- ). 	RC438.6.K47 M38 2019		Wydawnictwo Literackie	2019	409
Zator uczuć : psychogram pewnego społeczeństwa	Maaz, Hans-Joachim (1943- ). 	DD281 .M33165 2019		Państwowy Instytut Wydawniczy	2019	282
Historia polskiej lekkiej atletyki w stu artefaktach	Marek, Marta. 		magazyn	Muzeum Sportu i Turystyki	2019	128
Mafia spies : the inside story of  the CIA, gangsters, JFK, and Castro	Maier, Thomas (1956- ). 	JK468.I6 M3 2019		Skyhorse Publishing	2019	388
Joga : kompletny przewodnik dla początkujących : pozycje i proste wskazówki, które pomogą Ci w praktykowaniu jogi we własnym domu	Martin, Cory. 		magazyn	Vital Gwarancja Zdrowia	2019	227
Ochrona prawna mniejszości narodowych w państwach bałtyckich	Kuzborska-Pacha, Elżbieta (1983- ). 	KJC5144.M56 K89 2019	magazyn	Wydawnictwo Sejmowe	2019	492
Dostojewski w utworach politycznych Conrada	Majewska, Monika (nauki filologiczne). 	PR6005.O4 Z7724 2019		Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej	2019	229
Moja Brzoskwinia	Marek, Marek (1951- ). 		magazyn	IEG Acalta	2019	100
Ewangelia według Jezusa	MacArthur, John (1939- ). 		magazyn	"Oficyna Wydawnicza ""Vocatio"""	2019	381
