title	author	WD_signature	storage	publisher	year	pages
Echo w płomieniach	Child, Lee (1954- ). 	PS3553.H4838 E27165 2016b		Wydawnictwo Albatros	2016	443
Prezydent : Lech Kaczyński 2005-2010	Cenckiewicz, Sławomir (1971- ). 	DK4452.K333 C46 2016		Fronda	2016	504
Brewiarz zwyciężonych	Cioran, Emil (1911-1995). 	B2430.C5253 I53165 2016		Wydawnictwo Aletheia	2016	171
Kroniki Bustosa Domecqa ; Sześć zagadek dla don Isidra Parodiego	Borges, Jorge Luis (1899-1986). 	PQ7797.B635 C76165 2016		"Towarzystwo Autorów i Wydawców Prac Naukowych  ""Universitas"""	2016	339
Komputer, tablet, smartfon, aparat fotograficzny oraz internet dla chcących więcej : pojęcia, definicje i procedury, w tym Facebook, YouTube, Gmail, Word i inne	Borowicz, Adam. 	QA76.23 .B67 2016		Sfera - Jolanta Dec	2016	291
Ostatnia miłość : romas pornograficzny dla młodzieży i rodziców	Bogusławska, Jadwiga (literatura). 		magazyn	Novae Res - Wydawnictwo Innowacyjne	2016	313
Mój intymny świat	Cembrzyńska, Iga (1939- ). 	PN2859.P66 C456 2016		Prószyński Media	2016	299
Zapiski starego świntucha	Bukowski, Charles (1920-1994). 	PS3552.U4 N6165 2016		Noir sur Blanc	2016	233
Psychologia w praktyce medycznej	Chylińska, Joanna. 	R726.5 .C58 2016		Wydawnictwo Lekarskie PZWL	2016	216
"Powstanie Warszawskie : wędrówka po walczącym mieście : książka inspirowana filmem ""Powstanie Warszawskie"""	Ciszewski, Marcin. 	D765.2.W3 C54 2016		Warbook	2016	223
Wydalenie z instytutu zakonnego w świetle aktualnie obowiązującego kanonicznego prawa karnego	Borek, Dariusz. 	KBU2903 .B67 2016		"Wydawnictwo Diecezji Tarnowskiej ""Biblos"""	2016	181
Praca i konsumpcja w perspektywie tworzenia ładu aksjonormatywnego	Bylok, Felicjan (1957- ). 	HD4905 .B94 2016		"""Śląsk"" sp. z o.o. Wydawnictwo Naukowe"	2016	273
Strażacy ziemi sokołowskiej	Bukowiec, Kazimierz. 		magazyn	"Agencja Wydawnicza ""Palindrom"""	2016	406
"Bóg nie zna słowa ""niemożliwe"" : świadectwo ocalonego przez Jezusa"	Cempel, Rafał. 		magazyn	Wydawnictwo eSPe	2016	169
Rzymskie puzzle	Branicka, Anna Elżbieta. 	PG7202.R347 R98 2016		Novae Res	2016	390
Metodyka sporządzania pism procesowych w sprawach karnych, cywilnych, gospodarczych i administracyjnych	Cempura, Aleksandra. 	KKP1650 .C46 2016		Wolters Kluwer	2016	661
Tygrys	Ciszewski, Marcin. 	PG7203.I79 T94 2016		Warbook	2016	315
www.2012ru.pl	Ciszewski, Marcin. 		magazyn	Warbook	2016	347
Pierwsze ćwiczenia. Cz. 4	Buk-Cegiełka, Marta. 		magazyn	Wydawnictwo Pryzmat	2016	112
Praca socjalno-wychowawcza z rodziną : od teorii do praktyki	Ciczkowska-Giedziun, Małgorzata. 	HV697 .C53 2016		Wydawnictwo Uniwersytetu Warmińsko-Mazurskiego	2016	158
