title	author	WD_signature	storage	publisher	year	pages
Diecezjalne WWW w Polsce a nowa ewangelizacja : poszukiwania teologiczno-medioznawcze	Umiński, Grzegorz. 	BX842.5 .U45 2017		Dom Wydawniczy Elipsa	2017	297
Czarne flagi : geneza Państwa Islamskiego	Warrick, Joby (1960- ). 	HV6433.I722 W37165 2017		Grupa Wydawnicza Foksal	2017	478
Chłopak z sąsiedztwa	Warren, Susan May (1966- ). 	PS3623.A865 D44165 2017		Święty Wojciech Dom Medialny	2017	381
Cyfryzacja życia w erze Big Data : człowiek, biznes, państwo	Surma, Jerzy. 	HM851 .S87 2017		Wydawnictwo Naukowe PWN	2017	124
Sport jako biznes w czasach globalizacji	Sznajder, Andrzej. 	GV716 .S966 2017		Polskie Wydawnictwo Ekonomiczne	2017	208
Moje życie ma cel! : rozmyślam, modlę się, rozumiem	Warren, Richard (1954- ). 		magazyn	Dreams Wydawnictwo Lidia Miś-Nowak	2017	382
Ewolucja miksji i stan troficzny Jeziora Starodworskiego na tle warunków klimatycznych i postępującej urbanizacji	Tandyrak, Renata. 		magazyn	Wydawnictwo Uniwersytetu Warmińsko-Mazurskiego	2017	118
Free : gotowanie bez glutenu, mleka, jajek, cukru	Tritto, Lena. 	RM237.86 .T74165 2017		Wydawnictwo Jedność	2017	191
W lagunie	Thorpe, Kiki. 		magazyn	Zielona Sowa	2017	117
Irak wobec zmiany ładu na Bliskim Wschodzie a rozwój społeczeństwa obywatelskiego	Warsza, Paulina. 	JQ1849.A91 W37 2017		Oficyna Wydawnicza Aspra-JR	2017	161
Wytwarzanie i charakteryzowanie membran do przemysłowego rozdzielania miesznin gazowych oraz modelowanie wybranych procesów prowadzonych z ich udziałem	Szwast, Maciej. 		magazyn	Oficyna Wydawnicza Politechniki Warszawskiej	2017	133
Radość cierpienia	Wasiak, Hanna (opieka paliatywna). 		magazyn	Wydawnictwo Poligraf	2017	171
13th Warsaw International Medical Congress, 11th-14th May, 2017, Warsaw, Poland : abstract book.	Warsaw International Medical Congress for Young Scientists (13 ; 2017 ; Warszawa). 		magazyn	[Oficyna Wydawnicza Warszawskiego Uniwersytetu]	2017	317
"2nd Symposium ""Air Quality and Health"", Wrocław, 12-14.06.2017 : book of abstracts"	"Sympozjum ""Jakość powietrza a zdrowie"" (2 ; 2017 ; Wrocław). "		magazyn	Institute of Geography and Regional Development. University of Wrocław	2017	100
Hyperbolic model of fluid flow under Bayesian paradigm	Uilhoorn, Ferdinand Evert. 		magazyn	Oficyna Wydawnicza Politechniki Warszawskiej	2017	104
Ludowa kultura muzyczna Śląska Cieszyńskiego ze szczególnym uwzględnieniem Beskidu Śląskiego : folklor pieśniowy Istebnej, Koniakowa i Jaworzynki : źródła repertuarowe a ich transformacje	Szyndler, Magdalena. 	ML3677.7.C54 S982 2017		Wydawnictwo Uniwersytetu Śląskiego	2017	358
Ruch eugeniczny w Polsce wobec chorych psychicznie w świetle wybranej literatury specjalistycznej okresu dwudziestolecia międzywojennego	Uchto-Żywica, Beata M. 	HQ755.5.P6 U34 2017		Wydawnictwo Naukowe Akademii im. Jakuba z Paradyża w Gorzowie Wielkopolskim	2017	199
Logos i prawda : od projektu naturalnej teologii do afirmatywnej chrystologiki	Tupikowski, Jerzy (1967- ). 	BT40 .T87 2017		Wydawnictwo Salwator	2017	280
Kto odzyska Plac Defilad? : Warszawa w Budowie 9	Warszawa w Budowie (9 ; 2017). 	DK4643 .P545 2017		Muzeum Sztuki Nowoczesnej w Warszawie	2017	199
Samuel Zborowski i jego czasy	Ujma, Magdalena (1959- ). 	DK4299.Z36 U45 2017		Wydawnictwo Uniwersytetu Opolskiego	2017	388
"Rozmowa w ""Katedrze"""	Vargas Llosa, Mario (1936- ). 	PQ8498.32.A65 C6165 2017		Wydawnictwo Znak	2017	675
Tylko milion	Ulatowska, Maria (1948- ). 	PG7221.L53 T95 2017		Prószyński Media	2017	439
Uzdrawianie żywnością : tybetański sposób na choroby cywilizacyjne	Überall, Florian. 		magazyn	Vital Gwarancja Zdrowia	2017	197
Bystre zwierzę : czy jesteśmy dość mądrzy, aby zrozumieć mądrość zwierząt?	Waal, Frans B. M. de (1948- ). 	QL785 .W33165 2017		Copernicus Center Press	2017	436
Godzina wychowawcza : rozmowy o polskiej szkole	Szyłło, Aleksandra (1981- ). 	LA841 .S9857 2017		Wydawnictwo Czarne	2017	155
Audyt zasobów niematerialnych z wykorzystaniem analizy sieci organizacyjnej	Ujwary-Gil, Anna. 	HF5681.I55 U37 2017		Wydawnictwo Naukowe PWN	2017	275
Ptaki Europy i obszaru śródziemnomorskiego	Svensson, Lars. 	QL690.A1 S86165 2017		we współpr. z Ogólnopolskim Towarzystwem Ochrony Ptaków	2017	447
Zatoka trujących jabłuszek	Szwaja, Monika (1949-2015). 		magazyn	Edipresse Polska	2017	394
English for business and politics : nowe wydanie klasycznego i popularnego podręcznika do nauki języka angielskiego z nagraniem audio	Świda, Dagmara ( -2001). 	PE1115 .S94 2017		Wydawnictwo Poltext	2017	320
Ach, ten gorset!	Tomczyk-Kozioł, Karolina. 	GT1060 .T66 2017		Święty Wojciech Wydawnictwo	2017	157
Pod płaszczem Maryi : historia parafii Szamocin w latach 1922-2017	Wełnic, Mikołaj (1990- ). 		magazyn	Wydawnictwo Kontekst	2017	211
Filozofia polityczna Immanuela Kanta	Szczepański, Jakub (filozof). 	JC181.K4 S94 2017		Wydawnictwo Uniwersytetu Jagiellońskiego	2017	207
Wybrane problemy filozofii informacji	Suwara, Marek. 	P91 .S88 2017	magazyn	Wydawnictwo LIBRON-Filip Lohner	2017	292
The island of Doctor Moreau : a possibilty and other stories	Wells, Herbert George (1866-1946). 	PR5774 .I8 2017		Wordsworth Editions Limited	2017	153
Projektowanie urządzeń i systemów mechatronicznych E.19.2 : podręcznik do nauki zawodu technik mechatronik	Tokarz, Michał. 		magazyn	Wydawnictwa Szkolne i Pedagogiczne	2017	166
Kapitalizm somatyczny : ciało i władza w kulturze korporacyjnej	Szarecki, Artur. 	GN450.8 .S95 2017		Wydawnictwa Drugie	2017	284
Insurekcja warszawska : (17 i 18 kwietnia 1794 r.)	Tokarz, Wacław (1873-1937). 	DK4344.W37 T65 2017		Wojskowe Centrum Edukacji Obywatelskiej im. płk. dypl. Mariana Porwita	2017	288
Religia w nowoczesnym państwie demokratycznym - szansa czy zagrożenie? : analiza sporu liberałów i komunitarian	Turkot, Marta. 	BL65.S8 T87 2017	magazyn	Wydawnictwa Uniwersytetu Warszawskiego	2017	293
Pilota zamienię	Wejner, Alicja. 		magazyn	Wydawnictwo Jagoda	2017	165
Ryzyko motywacyjne w gospodarowaniu kapitałem ludzkim w hotelarstwie : ujęcie ekonomiczne	Tokarz-Kocik, Anna. 	TX911.3.P4 T65 2017		Wydawnictwo Naukowe Uniwersytetu Szczecińskiego	2017	252
Skuteczność aktywnych form przeciwdziałania bezrobociu na przykładzie województwa świętokrzyskiego z uwzględnieniem doświadczeń Szwecji, Austrii i Stanów Zjednoczonych	Wentura-Dudek, Beata. 	HD5797.7.S93 W46 2017		Difin	2017	241
Królowie polscy walczą o Danzig	Szarski, Władysław (1945- ). 		magazyn	Wydawnictwo MS	2017	100
Sławni lekarze Gdańscy. T. 2	Szarszewski, Adam (1962- ). 	R538.A1 S944 2016 t.2		Gdański Uniwersytet Medyczny	2017	211
Renn : Breslau - miasto złota i miłości	Tokarz, Krzysztof. 	PG7220.O38 R46 2017		Wydawnictwo Poligraf	2017	299
Żeglowanie bez stresu : w małej załodze i w pojedynkę	Wells, Duncan. 	GV811 .W45165 2017		"Oficyna Wydawnicza ""Alma-Press"""	2017	159
Anioł w kapeluszu	Szwaja, Monika (1949-2015). 		magazyn	Edipresse Polska	2017	396
6th Warsaw School of Statistical Physics : Sandomierz, Poland 25 June - 2 July 2016	Warsaw School of Statistical Physics (6 ; 2016 ; Sandomierz). 	QC174.7 .W37 2016	magazyn	Wydawnictwa Uniwwersytetu Warszawskiego	2017	123
Archiwa w Polsce w latach 1944-1989 : zarys dziejów	Tandecki, Janusz (1950- ). 	CD1741 .T36 2017	magazyn	Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2017	261
