title	author	WD_signature	storage	publisher	year	pages
Wolność w chmurze i inne eseje	Moglen, Eben. 	HM851 .M64 2013		Fundacja Nowoczesna Polska, [	2013	176
Restrukturyzacja zadłużenia w przedsiębiorstwie	Nowak, Jacek J. 		magazyn	Oficyna Wydawnicza - Szkoła Główna Handlowa, 	2012	117
Tożsamość a wizerunek obszarów poprzemysłowych : przykład aglomeracji górnośląskiej	Opania, Szymon Juliusz. 		magazyn	Wydawnictwo Politechniki Śląskiej, 	2012	242
Sztuka, która pomaga dzieciom : techniki arteterapii: mandala, relaksacja, wizualizacja, zabawa z kolorem, drama, teatr terapeutyczny	Opala-Wnuk, Koryna. 	RJ505.A7 O63 2012		JK, 	2012	213
American genesis : the antievolution controversies from Scopes to creation science	Moran, Jeffrey P. 	QH362 .M67 2012		Oxford University Press, 	2012	196
Delirium	Oliver, Lauren (1982- ). 	PS3615.L58 D45165 2012		Wydawnictwo Otwarte, 	2012	356
Wstęp do filologii słowiańskiej	Moszyński, Leszek (1928-2006). 	PG41 .M65 2012		Wydawnictwo Naukowe PWN, 	2012	408
Co ważne i ważniejsze : notatki o prozie polskiej XXI wieku	Nęcka, Agnieszka (1980- ). 	PG7098.5 .N425 2012		Instytut Mikołowski, 	2012	183
Rozdzielenie kompetencji władzy wykonawczej między Prezydenta RP oraz Radę Ministrów na tle Konstytucji Rzeczypospolitej Polskiej z 1997 roku	Opaliński, Bartłomiej. 	KKP2500 .O63 2012	magazyn	Lex a Wolters Kluwer business, 	2012	463
Transport międzynarodowy	Neider, Janusz (1947- ). 	HE199.A2 N447 2012		Polskie Wydawnictwo Ekonomiczne, 	2012	320
Prawo zgrupowań spółek	Opalski, Adam. 	K1350 .O63 2012		Wydawnictwo C. H. Beck, 	2012	658
Małżeństwo niedoskonałe	Nepomucka, Krystyna (1920-2015). 	PG7173.E6 M35 2012		Wydawnictwo Edipresse Polska, cop. 	2012	396
Wywiad motywujący z młodzieżą i młodymi dorosłymi	Naar-King, Sylvie. 	BF637.I5 N3165 2012		Wydawnictwo Uniwersytetu Jagiellońskiego, 	2012	262
Czerwone Gardło	Nesbø, Jo (1960- ). 	PT8951.24.E83 R63165 2012		Wydawnictwo Dolnośląskie. Oddział Publicat, cop. 	2012	422
Prawo celne	Oktaba, Robert Tomasz. 	KKP3648 .O38 2012		Wydawnictwo C. H. Beck, 	2012	179
Od Dmowskiego do Giertycha : szkice z dziejów obozu narodowego	Motas, Maciej (1977- ). 	JN6769.A564 M68 2012		Wydawnictwo Prasy Lokalnej, 	2012	225
A decade of implementing the United Nations programme of action on small arms and light weapons : analysis of national reports	Parker, Sarah. 	JZ5625 .P37 2012		United Nations, 	2012	445
