title	author	WD_signature	storage	publisher	year	pages
Z biegiem lat : historia szkoły w Wielogłowach w świetle starych kronik			magazyn	Fundacja im. Gizów przy Zespole Szkół, [ca 	2014	119
Od grafiki warsztatowej do mediów cyfrowych : doświadczenie pokoleniowe artystów przełomu XX i XXI wieku : twórczość, refleksja, prezentacja : wprowadzenie			magazyn	Wydawnictwo Naukowe Akademii Pedagogicznej im. Komisjii Edukacji Narodowej, ca 	2014	112
Człowiek wobec wyzwań współczesności : konteksty edukacyjne : księga jubileuszowa dedykowana Profesorowi Stanisławowi Korczyńskiemu			magazyn	Wydawnictwo Uniwersytetu Opolskiego, 	2013	255
Data collection in sociolinguistics : methods and applications		P40.3 .D38 2013		Routledge Taylor & Francis Group, 	2013	334
S.T.R.H. : Konrad Smoleński			magazyn	"Centrum Sztuki Wspólczesnej Łaźnia"", "	2013	125
Świadkowie oskarżają		D804.U35 S93 2013		"""Polihymnia"", "	2013	599
Zarządzanie - nowe perspektywy			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	467
Public relations - nie tylko Facebook		HD59 .P833 2013		Newsline.pl, 	2013	179
Procesy decyzyjne w Unii Europejskiej z perspektywy teoretyczno-metodologicznej		JN30 .P774 2013		Oficyna Wydawnicza Aspra-JR, 	2013	219
Od Horodła do Horodła (1413-2013) : unia horodelska - dzieje i pamięć : wystawa Muzeum Zamojskiego w Zamościu i Muzeum Historii Polski, Muzeum Zamojskie w Zamościu, 29 IX-31 IX 2013		DK4262 .O32 2013		Muzeum Historii Polski, 	2013	213
Zarządzanie zasobami ludzkimi			magazyn	Wydawnictwo Społecznej Szkoły Akademii Nauk, 	2013	200
Środowiskowe narażenia zawodowe przy obsłudze sieci elektroenergetycznych wysokiego napięcia w Polsce		TK1025 .S69 2013		Centralny Instytut Ochrony Pracy - Państwowy Instytut Badawczy, 	2013	245
Rzeczpospolita mniejszości narodowych, etnicznych i imigracyjnych.				Instytut Zachodni, Instytut Naukowo-Badawczy, 	2013	300
Węzłowe zagadnienia współczesnego prawa karnego			magazyn	Przygotowalnia Pracownia DTP i Grafiki, 	2013	128
Powracanie apologii		BT1109 .P69 2013		Płocki Instytut Wydawniczy, 	2013	259
Bukowina ocalona od zapomnienia			magazyn	"Fundacja Bukowińska ""Bratnia Pomoc"", "	2013	159
Kształtowanie wartości przedsiębiorstw i regionów : prognozy, szanse, zagrożenia		HG4028.V3 K78 2013		Państwowa Wyższa Szkoła Zawodowa, 	2013	334
Polski system penitencjarny : ujęcie integralno-kulturowe : [praca zbiorowa		HV9715.7 .P656 2013		[Centralny Zarząd Służby Więziennej Ministerstwa Sprawiedliwości], 	2013	340
Zarządzanie stresem. Cz. 1			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	346
Sobór Watykański II : złoty jubileusz		BX830 1962 .S65 2013		"Wydawnictwo ""Scriptum"", "	2013	264
Zarządzanie stresem. Cz. 2			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	247
Logistyka w zarysie - wybrane problemy badawcze		HD38.5 .L656 2013		Oficyna Wydawnicza Politechniki Opolskiej, 	2013	180
Idee liberalne w ekonomii 20 lat po śmierci Friedricha von Hayeka		HB95 .I34 2013		Wydawnictwo Uniwersytetu w Białymstoku, 	2013	198
Rynek ubezpieczeń : współczesne problemy		HG8651 .R9 2013		Difin, 	2013	426
Modele biznesowe			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	257
Społeczne i ekonomiczne dylematy oraz wyzwania we współczesnym zarządzaniu			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	274
Zintegrowany system zarządzania unieszkodliwianiem azbestu na składowiskach podziemnych w aspekcie zrównoważonego rozwoju Polski Wschodniej		TD887.A8 Z55 2013		"Towarzystwo Naukowe Organizacji i Kierownictwa - Stowarzyszenie Wyższej Użyteczności ""Dom Organizatora"", dr. "	2013	209
Art under attack : histories of British iconoclasm		N8217.I26 A76 2013		Tate Publishing, 	2013	187
Człowiek to inwestycja : podręcznik do zarządzania wiekiem w organizacjach		HF5549 .C95 2013		HRP Group, 	2013	261
Funkcjonowanie systemu obronnego państwa : wybrane aspekty		UA829.P7 F86 2013		Oficyna Wydawnicza PWSZ, 	2013	189
Zarządzanie turystyką w kryzysie : edukacja i marka		G155.A1 Z375 2013		Wydawnictwo Fachowe CeDeWu, 	2013	279
Przedsiębiorczy menedżer przedsiębiorczej organizacji : problemy współczesnej praktyki zarządzania			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	371
Marketing we współczesnym przedsiębiorstwie			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	210
Wybrane problemy organizacji i zarządzania w pielęgniarstwie : pielęgniarstwo bez granic. Cz. 2			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	457
Tym samym pociągiem... : przesiedlenia przymusowe, procesy dezintegracyjne i integracyjne na Pomorzu Zachodnim i ziemi lubuskiej w latach 1939-1949 : w wyborze prac magisterskich powstałych na seminarium Jana M. Piskorskiego			magazyn	"Stowarzyszenie Historyczno-Kulturalne ""Terra Incognita"", "	2013	206
Formy świadomości społecznej		HM1088 .F67 2013		Katolicki Uniwersytet Lubelski Jana Pawła II, cop. 	2013	489
Zmienność rynków a wartość przedsiębiorstw		HG4028.V3 Z63 2013		Wydawnictwo Poltext, 	2013	416
New natures : joining environmental history with science and technology studies		GF13 .N48 2013		University of Pittsburgh Press, 	2013	292
Issues in industrial mathematics		TA330 .I85 2013		"Biuro ds. Projektu ""Program Rozwojowy Politechniki Warszawskiej"", cop. "	2013	136
Dylematy rozwoju przedsiębiorczości w aspekcie regionalnym			magazyn	Wydawnictwo Społecznej Akademii Nauk, 	2013	530
Starostwo i powiat kolski na przestrzeni wieków : w 15. rocznicę powstania samorządu powiatowego		JS6139.K64 S73 2013		Powiat Kolski, 	2013	136
Międzynarodowe Standardy Rachunkowości : praca zbiorowa. Cz. 1		HF5626 .M565 2013 t.1		Wydawnictwo Uniwersytetu Ekonomicznego, 	2013	276
"Ziołolecznictwo, biokosmetyki i żywność funkcjonalna : materiały naukowe z I Międzynarodowej Konferencji ""Ziołolecznictwo, biokosmetyki i żywność funkcjonalna"", Krosno, 18-19 kwietnia 2013"		RS164 .Z46 2013		Państwowa Wyższa Szkoła Zawodowa im. Stanisława Pigonia, 	2013	506
Unisono w wielogłosie IV : rock a media		ML3534 .U65 2010 t.4		Wydawnictwo GAD Records, 	2013	307
Wielkie księgi ludzkości		BL71 .W54 2013		Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego, 	2013	317
Critical issues in international refugee law : strategies toward interpretative harmony		K3274 .C75 2013		Cambridge University Press, 	2013	217
Zarządzanie wobec współczesnych wyzwań społeczno-ekonomicznych : księga jubileuszowa dedykowana Profesorowi Janowi Adamczykowi		HD36 .Z3768 2013		Oficyna Wydawnicza Politechniki Rzeszowskiej, 	2013	327
Finanse			magazyn	Wydawnictwo Uniwersytetu Ekonomicznego, 	2013	172
The thin line between law, society and novel biotechnology		TP248.2 .T44 2013		Sorus, 	2013	146
Dziedzictwo odzyskane : archeologia ratownicza na ziemi gnieźnieńskiej		DK4600.G56 D95 2013		Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza, 	2013	495
India's national security : a reader		UA840 .I54 2013		Oxford University Press, 	2013	486
Produkcja roślinna : podręcznik do nauki zawodu technik rolnik. Cz. 1			magazyn	Wydawnictwa Szkolne i Pedagogiczne, cop. 	2013	316
Procesy dostosowawcze polskiego przemysłu spożywczego do zmieniającego się otoczenia rynkowego : praca zbiorowa. (3)			magazyn	Instytut Ekonomiki Rolnictwa i Gospodarki Żywnościowej. Państwowy Instytut Badawczy, 	2013	203
"Planowanie cywilne w systemie zarządzania kryzysowego : materiały z konferencji naukowej realizowanej przez konsorcjum naukowo-przemysłowe w ramach projektu ""Zintegrowany system budowy planów zarządzania kryzysowego w oparciu o nowoczesne technologie informatyczne"" Józefów, 26 listopada 2013 r."		JN6759.5.C75 P575 2013		Wydawnictwo Centrum Naukowo-Badawczego Ochrony Przeciwpożarowej im. Józefa Tuliszkowskiego - Państwowy Instytut Badawczy, 	2013	179
Gonić marzenia : śpiewnik 50-lecia		M1698 .G66 2013		"Oficyna Wydawnicza ""Rewasz"", "	2013	308
Społeczno-gospodarcze aspekty statystyki		HA12 .S66 2013		Wydawnictwo Uniwersytetu Ekonomicznego, 	2013	284
Dopłaty bezpośrednie i dotacje budżetowe a finanse oraz funcjonowanie gospodarstw i przedsiębiorstw rolniczych. (3)		HD1995.7.Z8 D65 2011 t.3		Instytut Ekonomiki Rolnictwa i Gospodarki Żywnościowej - Państwowy Instytut Badawczy, 	2013	196
Dziedzictwo kulturowo-historyczne regionu : pedagogika międzykulturowa i regionalna - aspekty dydaktyczne		LC1099 .D948 2013		Wydawnictwo WAM, 	2013	258
Criminology		HV6025 .C73 2013		Oxford University Press, cop. 	2013	560
Business transformation essentials : case studies and articles		HD58.87 .B87 2013		Gower, 	2013	255
Fizykochemiczne badania śladów kryminalistycznych		HV8073 .F57 2013		Wydawnictwo Centralnego Laboratorium Kryminalistycznego Policji - instytutu badawczego, 	2013	221
Libri recogniti : nowe inspiracje do badań nad starodrukami polskimi w bibliotekach Rosji, Białorusi, Ukrainy, Litwy i Finlandii = novye inspiracii dlâ issledovanij pol'skih staropečatnyh izdanij po bibliotekam Rossii, Belorussii, Ukrainy, Litvy i Finlândii		Z365.3 .L53 2013		Collegium Columbinum, 	2013	463
Między panem a plebanem : wieś, miasto, władza świecka i duchowna w kulturze średniowiecznej Europy : materiały Seminariów Mediewistycznych PTPN im. Alicji Karłowskiej-Kamzowej z lat 2009-2011		CB351 .M567 2013		Wydawnictwo Poznańskiego Towarzystwa Przyjaciół Nauk, 	2013	499
Z badań hydrologicznych w Tatrach			magazyn	Tatrzański Park Narodowy, 	2013	115
Opodatkowanie przedsiębiorstw : wybrane zagadnienia		HD2753.P7 O67 2013		Difin, 	2013	264
Senior i kultura : o aktywności kulturalnej osób starszych.		HQ1064.P6 S45 2013		Wydawnictwo Naukowe Wydziału Nauk Społecznych Uniwersytetu im. Adama Mickiewicza, 	2013	202
Metodologia badań nad rodziną = Family research methodology			magazyn	Redakcja Wydawnictw Wydziału Teologicznego Uniwersytetu Opolskiego, 	2013	236
Services of general interest in European Union.			magazyn	Institute of Geography and Spatial Organisation. Polish Academy of Sciences, 	2013	176
Przypadek.			magazyn	Uniwersytet Papieski Jana Pawła II. Wydawnictwo Naukowe, 	2013	188
Chaim Goldberg : powrót do Kazimierza nad Wisłą = Chaim Goldberg : Kazimierz revisited		N7255.P63 G622 2013		Muzeum Nadwiślańskie, 	2013	253
Będziesz miłował Pana Boga swego.			magazyn	Flos Carmeli, 	2013	126
Wspomaganie działalności przedsiębiorczej i innowacyjnej : przykłady i doświadczenia		HC244.Z9 T486 2013	magazyn	Opolskie Centrum Demokracji Lokalnej FRDL, 	2013	143
O społecznym znaczeniu tożsamości, miejsca i czasu życia : szkice socjologiczne i gerontologiczne		HN537.5 .O247 2013		Wydawnictwo Zrzeszenia Kaszubsko-Pomorskiego, 	2013	510
Ocena i wycena zasobów przyrodniczych		HC340.3.Z65 O27 2013		Wydaw. SGGW, 	2013	459
O własnej promocji środków przekazu w Polsce - między teorią a praktyką		P96.E252 P77 2013	magazyn	Oficyna Wydawnicza ASPRA-JR, 	2013	217
Rodzina polska - nowe wyzwania : wybrane aspekty			magazyn	Wydział Zamiejscowy Nauk o Społeczeństwie Katolickiego Uniwersytetu Lubelskiego Jana Pawła II, 	2013	166
Zagadnienia aktuarialne - teoria i praktyka		HG8781 .Z344 2013		Wydawnictwo Uniwersytetu Ekonomicznego, 	2013	134
Zabytki przemysłu i techniki 			magazyn	Śląskie Centrum Dziedzictwa Kulturowego, 	2013	241
Współczesne problemy rozwoju przedsiębiorstwa w koncepcji rozwoju zrównoważonego : praca zbiorowa		HD30.255 .W745 2013		Wyższa Szkoła Biznesu, 	2013	147
Wymiary zmienności społecznej współczesnej Europy		HN373.5 .W94 2013		Wydawnictwo Gdańskiej Wyższej Szkoły Humanistycznej, 	2013	333
Growth and competitiveness factors of the agri-food sector in Poland and Ukraine against the background of global trends		HD9015.P72 G76 2013		Volumina.pl Daniel Krzanowski, 	2013	393
Żyli wśród nas: [odeszli... w latach 1990-2013]		R538.A1 Z95 2013		Świętokrzyskie Towarzystwo Regionalne, 	2013	224
Jesienny wieczór i inne dramaty		PT1260.P6 J47 2013	magazyn	Instytut Książki, 	2013	215
Multi-level governance w Unii Europejskiej		JN30 .M85 2013		Instytut Europeistyki Uniwersytetu Warszawskiego, 	2013	371
Tendencje w ekonomii i finansach - konteksty teoretyczne i rozwiązania praktyczne		HB21 .T46 2013		Uniwersytet Ekonomiczny w Katowicach. Centrum Badań i Ekspertyz, 	2013	383
