title	author	WD_signature	storage	publisher	year	pages
Logika przekonań społecznych	Matuszewski, Paweł. 	HM1181 .M38 2017		Wydawnictwo Naukowe UKSW	2017	217
Bilansowanie mocy szczytowej systemów elektroenergetycznych : zagadnienia wybrane	Majchrzak, Henryk. 	TK1005 .M34 2017		Oficyna Wydawnicza Politechniki Opolskiej	2017	182
Słownik statystyczny języka hebrajskiego i aramejskiego Starego Testamentu	Matysiak, Bogdan Wiktor (1951- ). 	PJ4836 .M38 2017		Wydział Teologii Uniwersytetu Warmińsko-Mazurskiego	2017	252
Saloniki miasto duchów : chrześcijanie, muzułmanie i żydzi w latach 1430-1950	Mazower, Mark (1958- ). 	DF951.T45 M39165 2017		Wydawnictwo Czarne	2017	599
"Lwowianie w świecie : XVI międzynarodowe sympozjum biografistyki polonijnej ""Lwowianie w świecie"", Warszawa, 17 listopada 2017 r. : referaty sympozjalne"	Międzynarodowe Sympozjum Biografistyki Polonijnej (15 ; 2017 ; Warszawa). 	DK4122 .M53 2017		Fundacja Polonia Semper Fidelis	2017	234
Opozycja na celowniku władz	Majchrzak, Grzegorz (1969- ). 	DK4433 .M35 2017		Śląskie Centrum Wolności i Solidarności	2017	164
Miejsko-Gminna Biblioteka Publiczna im. Wacława Skarbimira Laskowskiego w Grójcu : tradycje i współczesność	Matyjas, Remigiusz (1965- ). 	Z818.G76 M38 2017		Miejsko-Gminna Biblioteka Publiczna im. Wacława Skarbimira Laskowskiego	2017	271
Opieka i resocjalizacja wobec przestępczości nieletnich w okresie międzywojennym na przykładzie Lublina	Mazur, Jolanta A. 	HV9177.7.A5 M39 2017		"Oficyna Wydawnicza ""Impuls"""	2017	325
Archaeometry and archaeology of Levantine jars used in Western Galilee/Southern Phoenicia (Sha'ar-Ha'Amakim, Tell Keisan) between the Persian and the Late Roman period	Michniewicz, Jacek (1964- ). 	DS110.G2 M53 2017		Bogucki Wydawnictwo Naukowe	2017	182
Popioły z Energetyki : XXIV Międzynarodowa Konferencja : 25-27 października 2017 r. - Sopot : materiały konferencyjne	"Międzynarodowa Konferencja ""Popioły z Energetyki"" (24 ; 2017 ; Sopot). "		magazyn	Polska Unia UPS	2017	240
