title	author	WD_signature	storage	publisher	year	pages
Czytanie ze zrozumieniem : język polski 5 : zestaw ćwiczeń : szkoła podstawowa	Surdej, Beata. 		magazyn	Wydawnictwa Szkolne i Pedagogiczne	2019	108
Parafia w dobie internetu	Śniadach, Grzegorz (1967- ). 	BX842.5 .S68 2019		Dom Wydawniczy Elipsa	2019	275
Ostatnia misja Asgarda	Szmidt, Robert J. (1962- ). 	PG7219.Z58 O88 2019		Dom Wydawniczy Rebis	2019	334
Urban design in town planning : current issues and dilemmas from the Polish and European perspective	Solarek, Krystyna. 	NA9241.P6 S67 2019		Oficyna Wydawnicza Politechniki Warszawskiej	2019	283
Podmiotowa koncepcja zabezpieczenia emerytalnego : studium prawnofinansowe	Sowiński, Tomasz (1965- ). 	KJE3410 .S69 2019		CeDeWu	2019	400
Czas w kinie : doświadczenie temporalne w slow cinema	Stańczyk, Marta (1990- ). 	PN1995.9.T55 S73 2019		Wydawnictwo Uniwersytetu Jagiellońskiego	2019	200
Solidarność queerowa : mobilizacja, ramy i działania ruchów queerowych w Polsce	Struzik, Justyna. 	HQ73.3.P7 S77 2019	magazyn	Wydawnictwo Uniwersytetu Jagiellońskiego	2019	310
Mój Arfik : i dzieci małe i duże opowiadają o Arfiku	Stenka, Barbara. 		magazyn	Szczecińska Agencja Artystyczna	2019	255
Kochankowie miasta	Stryjewska, Anna (1969- ). 	PG7219.T7667 K63 2019		Szara Godzina	2019	277
Sto porad dla kłamczuchów	Susso, Eva (1956- ). 		magazyn	Zakamarki	2019	104
Ukraiński gambit	Szerepka, Leszek. 	PG7219.Z48 U57 2019		MG	2019	262
Hajdamacy	Ševčenko, Taras (1814-1861). 	PG3948.S5 H3165 2019		Wydawnictwo Poligraf	2019	127
Nikt nie ma większej miłości... : męczeństwo kapłanów gostynińskich w latach II wojny światowej	Seweryniak, Henryk (1951- ). 		magazyn	Płocki Instytut Wydawniczy	2019	150
Frau Müller nie zamierza płacić więcej	Snâdanko, Natalìâ (1973- ). 	PG3950.29.N45 F73165 2019		Warsztaty Kultury	2019	297
Kościół katolicki i nowa lewica : dwie tradycje - dwa spojrzenia	Sozańska, Dominika (1977- ). 	BX1396.3 .S69 2019		Wydawnictwo Naukowe Uniwersytetu Pedagogicznego	2019	144
"""Powtórka przed..."" : XIII Spotkania z historią dla uczniów szkół ponadgimnazjalnych i ponadpodstawowych 24-25 września oraz 26-27 września 2018 r. : Informator Instytutu Historii UAM"	Spotkania z Historią dla Uczniów Szkół Ponadgimnazjalnych i Ponadpodstawowych (13 ; 2019 ; Poznań). 	D21 .S67 2019		Instytut Historii Uniwersytetu im. Adama Mickiewicza	2019	193
Paryż domowym sposobem : o kreowaniu stylu życia w czasopismach PRL	Szydłowska, Agata (1983- ). 	HQ2044.P6 S98 2019		Sport i Turystyka -  Muza	2019	363
Relacyjne uwarunkowania kreowania marek należących do detalistów	Spyra, Zbigniew. 	HF5415.1255 .S66 2019		Wydawnictwo Uniwersytetu Ekonomicznego	2019	423
Nasi bracia chrześcijanie Wschodu : z raportem Caritas Polska o działalności na Bliskim Wschodzie	Starowieyski, Marek (1937- ). 		magazyn	Jedność	2019	192
Szczególna teoria względności : notatki z wykładu	Sokołowski, Leszek M. (1948- ). 	QC173.65 .S66 2019		Wydawnictwo Uniwersytetu Jagiellońskiego	2019	145
Wprowadzenie do inżynierii logistyki bezpieczeństwa	Stęplewski, Bogumił. 	HD38.5 .S74 2019		Difin	2019	180
200 lat Akademii Sztuk Pięknych w Krakowie 1818-2018. T. 1	Tabisz, Stanisław Marek (1956- ). 	N332.P63 K73675 2019 t.1		Instytut Kultury Willa Decjusza	2019	487
Porządek i miłość : koncepcja Opatrzności Bożej w myśli starożytnej	Stępień, Tomasz Paweł (1969- ). 	BT135 .S74 2019		Fundacja Świętego Mikołaja Redakcja Teologii Politycznej	2019	357
Ewa Panufnik-Dworska, Jacek Dworski, Mateusz Dworski : sztuka jako dialog = art as dialogue	Śnieciński, Marek (1958- ). 		magazyn	Akademia Sztuk Pięknych im. Eugeniusza Gepperta	2019	111
Zagłada Żydów żółkiewskich	Taffet, Gerszon (1910-1997). 	D802.U42 Z467 2019		Żydowski Instytut Historyczny im. Emanuela Ringelbluma	2019	208
