title	author	WD_signature	storage	publisher	year	pages
Nauczanie i promocja języka polskiego w świecie : diagnoza, stan, perspektywy	Miodunka, Władysław (1945- ). 	PG6066 .M55 2018		Wydawnictwo Uniwersytetu Śląskiego	2018	336
Uczę się czytać, pisać i liczyć : przewodnik dla nauczyciela	Naprawa, Renata. 		magazyn	Wydawnictwo Harmonia	2018	219
WFD czyli Człowiek, który sam nie wie, kim jest	Misakowski, Stanisław (1917-1996). 		magazyn	Wydawnictwo Adam Marszałek	2018	517
Egzamin ósmoklasisty z matematyki : propozycja dla nauczyciela i ucznia	Murawska, Halina (matematyka). 		magazyn	Wydawnictwo Aksjomat	2018	239
Najjaśniejszym : panegiryki i utwory pochwalne poświęcone królom i królowym polskim w Zbiorze Starych Druków Muzeum Narodowego w Krakowie	Muzeum Narodowe (Kraków). 	PA8065.L28 M89 2018		Muzeum Narodowe	2018	376
Szczęście all inclusive	Mirek, Krystyna. 		magazyn	Wydawnictwo Edipresse Polska	2018	299
Uwarunkowania funkcji rzecznika prasowego w Polsce : teoria i praktyka	Narożna, Dominika. 	HD59.6.P6 N37 2018	magazyn	Wydawnictwo Naukowe Silva Rerum	2018	209
Pierwsza pomoc w nauce macierzyństwa : sprawdzone rady położnej rodzinnej	Mirzyńska, Lucyna. 		magazyn	Wydawnictwo eSPe	2018	309
Prawda, Dobro, Piękno = Satjam, Śiwam, Sundaram : opowieść o życiu Bhagawana Śri Sathya Sai Baby. Cz. 5, (1980-1985)	Narasimha Murthy, B. N. 	BL1175.S385 K37165 2011 t.5		Stowarzyszenie Sathya Sai	2018	373
Co wypełnia Lukę? : codzienna zachęta na życia zakrętach	Nauman, Łukasz. 		magazyn	eSPe	2018	242
Modele biznesowe dla bystrzaków	Muehlhausen, Jim. 	HD30.28 .M8165 2018		Wydawnictwo Helion	2018	398
Gra w Yoté	Michrowski, Tadeusz. 	PG7213.I298 G73 2018		Warbook Sp. z o.o.	2018	459
"""Jo był ukradziony"" : tragedia górnośląska. Ziemia rybnicka"	Miroszewski, Kazimierz (1957- ). 	DK4600.R83 M57 2018		Studio NOA Ireneusz Olsza	2018	197
Horyzont zła	Neville, Stuart (1972- ). 	PR6114.E89 H47165 2018		Wydawnictwo Czarna Owca	2018	367
Programy animowane dla dzieci w historii telewizji polskiej : znak, styl, dyskurs	Moćko, Natalia. 	PN1992.8.A59 M63 2018		Oficyna Wydawnicza Aspra-JR	2018	225
The producer of documentary films in Poland (in the years 2005-2018)	Narożna, Dominika. 	PN1995.9.D6 N36 2018		Faculty of Political Science and Journalism Press AMU Poznań	2018	139
Inni ludzie	Masłowska, Dorota (1983- ). 	PG7213.A84 I66 2018		Wydawnictwo Literackie	2018	154
Międzynarodowe unikanie opodatkowania dochodu i jego regulacje w prawie polskim	Nawrot, Rafał Aleksander. 	K4486 .N39 2018		Difin	2018	618
