title	author	WD_signature	storage	publisher	year	pages
Tak to się robi w polityce	Majewski, Michał (1974- ). 	JN6766 .M347 2018	magazyn	Czerwone i Czarne Sp. k.	2018	270
Wacław Kapusto w obiektywie życia	Książek, Marek (1951- ). 		magazyn	"Stowarzyszenie Społeczno-Kulturalne ""Pojezierze"""	2018	250
Smart shopping	Makowska, Anna (farmacja). 	RA784 .M29 2018		Burda Media Polska	2018	259
Stamtąd - tu : obrazy tożsamości kazachstańskich Polaków w kontekście repatriacji	Książek, Joanna. 	JV8195 .K795 2018		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	221
Alarm w Cedergrenie	Lange, Henryk. 	HV7015.7.Z8 L36 2018		LTW	2018	182
Od reformy do reformy? : współpraca władz lokalnych i regionalnych Polski i Ukrainy w latach 1999-2014	Ksenicz, Igor (1985- ). 	DK4185.U38 K755 2018	magazyn	Pracownia Wydawnicza Andrzej Zabrowarny	2018	320
Polski krok po kroku : junior : podręcznik nauczyciela : seria podręczników do nauki języka polskiego jako obcego. 1	Kuc, Paulina. 		magazyn	polish-courses.com.	2018	231
Books before print	Kwakkel, Erik (1970- ). 	Z105 .K93 2018		ARC Humanities Press	2018	282
Bariery zarządzania kapitałem ludzkim w szpitalach publicznych w Polsce	Lenik, Piotr. 	RA971 .L458 2018		CeDeWu	2018	323
Infrastruktura sportowa w rozwoju lokalnym	Mamcarczyk, Mariola. 	GV433.P7 M35 2018	magazyn	Difin	2018	230
Dom, którego nie było : powroty ocalałych do powojennego miasta	Krzyżanowski, Łukasz. 	DS134.66.R33 K79 2018		Wydawnictwo Czarne	2018	375
Procedura budżetowa we współczesnym prawie konstytucyjnym : analiza porównawcza na przykładzie państw UE	Kuca, Grzegorz. 	KJE7076 .K83 2018		Wolters Kluwer	2018	503
Główny Urząd Statystyczny : 100 lat na fotografiach 1918-2018 = Statistics Poland : 100 years on photographs	Kucharska-Singh, Paulina. 		magazyn	Zakład Wydawnictw Statystycznych	2018	107
