title	author	WD_signature	storage	publisher	year	pages
50 lat Wydziału Chemicznego Politechniki Rzeszowskiej im. Ignacego Łukasiewicza			magazyn	Oficyna Wydawnicza Politechniki Rzeszowskiej	2018	204
Europejski nakaz dochodzeniowy : nowy model współpracy w sprawach karnych w Unii Europejskiej		KJE9550 .E87 2018		Wydawnictwo C.H. Beck	2018	341
(Nie)opisane : polskie poetki XX i XXI wieku. Cz. 1		PG7034 .N54 2018 t.1		"Wydawnictwo ""Poznańskie Studia Polonistyczne"""	2018	375
Powinowactwa z epoki : związki polskiej literatury modernizmu i międzywojnia z psychoanalizą		PG7053.P78 P68 2018	magazyn	Universitas	2018	471
Abacus : od Richarda fitz Nigela do Jana Falewicza		HF5605 .A28 2018		Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2018	317
Terrorism in the Balkans in the 20th and 21st century		HV6433.B35 T47 2018		Wydawnictwo Adam Marszałek	2018	237
"Z dziejów rybnickiego harcerstwa. 2, ""Złączeni węzłem..."" : gawęda o instruktorach harcerskich Hufca Ziemi Rybnickiej"			magazyn	"staraniem Kręgu Stowarzyszenia Ruchu Harcerskiego ""Czuwaj"" w Rybniku"	2018	418
Pulchrum et communicatio : księga jubileuszowa profesora Karola Klauzy			magazyn	Wydawnictwo KUL	2018	435
An introduction to bilingualism : principles and processes		P115 .I58 2018		Routledge Taylor & Francis Group	2018	457
Canonical and non-canonical structures in Polish			magazyn	Wydawnictwo KUL	2018	245
Prawo międzynarodowe publiczne		KZ1242 .L39 2018		Wydawnictwo C.H. Beck	2018	357
Bioarcheologiczne badania populacji ludzkiej z Radomia od XI do XIX wieku		DK4800.R34 B56 2018		Wydawnictwo Naukowe Uniwersytetu Kardynała Stefana Wyszyńskiego	2018	237
Karpackie rykowisko			magazyn	Wydawnictwo Mirczumet	2018	335
Duch Niepodległej : gdański przewodnik patriotyczny			magazyn	Gdańskie Seminarium Duchowne	2018	237
Klasyczne opowieści. 11			magazyn	De Agostini Publishing Italia	2018	200
Klasyczne opowieści. 12			magazyn	De Agostini Publishing Italia	2018	200
Looking for a challenge? : the ultimate problem set from the Uniweristy of Warsaw programming competitions		QA76.9.A43 W2413 2018		Wydawnictwo Naukowe PWN	2018	429
Powojenna metaloplastyka : element genius loci ośrodków staromiejskich : materiały z konferencji Biura Stołecznego Konserwatora Zabytków Urzędu m.st. Warszawy		NK6400.5 .P68 2018		Miasto Stołeczne Warszawa	2018	125
Siła nośna : historia polskiego lotnictwa wojskowego = Lift force : history of Polish military aviation : 1918-2018			magazyn	Muzeum Sił Powietrznych	2018	238
Rycerze Starej Republiki. 1			magazyn	De Agostini Publishing Italia	2018	215
Opodatkowanie rolnictwa w Polsce : weryfikacja założeń, perspektywa zmian		KKP3572.A37 O66 2018		Wydawnictwo C. H. Beck	2018	472
Rycerze Starej Republiki. 2			magazyn	De Agostini Publishing Italia	2018	203
O adopcji inaczej			magazyn	Świętokrzyski Ośrodek Adopcyjny	2018	132
