title	author	WD_signature	storage	publisher	year	pages
Bytom Bobrek			magazyn	Akademia Sztuk Pięknych, ca 	2014	123
Radlin			magazyn	Akademia Sztuk Pięknych, ca 	2014	102
Inspiration of book		Z246 .I57 2014		Artpower, [ca 	2014	247
Spiewnik[!] : piosenki popularne, biesiadne, kolędy i pastorałki			magazyn	Gminne Stowarzyszenie Kobiet, [ca 	2014	179
Wydział Wzornictwa i Architektury Wnętrz : Akademia Sztuk Pięknych im. Władysława Strzemińskiego w Łodzi = Faculty of Industrial Design and Interior Architecture : Strzemiński Academy of Fine Arts Łódź		NK430.P6 W844 2014		Akademia Sztuk Pięknych im. Władysława Strzemińskiego, [	2014	190
Ukraina, Białoruś, Rosja : warunki prowadzenie działalności : praca zespołowa			magazyn	UNI-DRUK Wydawnictwo i Drukarnia, [	2013	103
Zmiana planu zagospodarowania przestrzennego województwa lubuskiego		HT395.P62 L843 2013		Urząd Marszałkowski Województwa Lubuskiego. Departament Geodezji, Gospodarki Nieruchomościami i Planowania Przestrzennego, 	2013	384
Problemy zieleni miejskiej = Problems of urban greenery				Instytut Gospodarki Przestrzennej i Mieszkalnictwa, 	2013	118
Dylematy strategiczne XXI wieku : księga Jubileuszowa dedykowana Profesorowi Michałowi Chorośnickiemu z okazji czterdziestolecia pracy naukowej		JZ1242 .D94 2013		Księgarnia Akademicka, 	2013	478
Filozofia jako sztuka życia : teorie, modele i wzorce dla doradztwa filozoficznego		BJ1595.5 .F55 2013		EXPOL P. Rybiński, J. Dąbek, sp.j., cop. 	2013	154
Bezpieczeństwo budowli w warunkach zagrożenia terrorystycznego		TH1097 .B49 2013		Wydawnictwo Politechniki Poznańskiej, 	2013	171
Witkacy in English : 21st century perspectives				Institute of Philosophy Jagiellonian University, 	2013	278
Gra w kolory : materiały dodatkowe dla nauczyciela klasy 3			magazyn	Wydawnictwo Juka-91, [	2013	264
Galicja na józefińskiej mapie topograficznej : 1779-1783. T. 2, cz. A, Sekcje 31-52			magazyn	Uniwersytet Pedagogiczny, 	2013	329
Nowe już w szkole 2 : ćwiczenia. Cz. 3			magazyn	Nowa Era, 	2013	120
Jubileusz 200-lecia lokalii w Ligocie Turawskiej 1813-2013		BX1569.L54 J83 2013		Wydawnictwo i Drukarnia Świętego Krzyża, 	2013	160
Rewolucja				; Instytut Studiów Politycznych PAN, 	2013	258
Konkurencyjność podmiotów gospodarczych i jej determinanty		HD41 .K6557 2013		Wyższa Szkoła Zarządzania Marketingowego i Języków Obcych, 	2013	590
Edukacja, wychowanie, praca socjalna : (ukraińsko-polskie refleksje teoretyczne)		LB41 .E38267 2013		"""Bonus Liber"" Wydawnictwo i Drukarnia Diecezji Rzeszowskiej, "	2013	176
Poradnik dla nauczycieli - mentorów praktyki pedagogicznej		LB1025.3 .P645 2013		Państwowa Wyższa Szkoła Zawodowa, 	2013	151
Integracja cudzoziemców w Polsce i Europie : perspektywa lokalna		JV7590 .I58 2013		Instytut na Rzecz Państwa Prawa, 	2013	207
Kognitywistyka				Wydział Filozofii i Socjologii Uniwersytetu Warszawskiego, 	2013	537
The Old Testament in Byzantium		BS1160 .O43 2013		Dumbarton Oaks Research Library and Collection, 	2013	333
Nowe już w szkole 2 : ćwiczenia. Cz. 4			magazyn	Nowa Era, 	2013	116
Rozmówki angielskie : [z nami się dogadacie]			magazyn	Lingea, cop. 	2013	191
Badania śląskoznawcze				Wydawnictwo Remar, 	2013	332
Bezpieczeństwo społeczne w XXI wieku w ujęciu socjologicznym, pedagogicznym, prawnym i nauk o zarządzaniu		HV549 .B5253 2013		Wydawnictwo Wyższej Szkoły Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie, 	2013	261
Alternative politics? : the rise of new political parties in Central Europe		JN96.A979 A47 2013		Institute for Public Affairs, 	2013	229
Bukowina ocalona od zapomnienia		DK508.9.B85 B859 2013		"Fundacja Bukowińska ""Bratnia Pomoc"", "	2013	159
Moje miejsce w świecie : karty pracy dla drugiej klasy szkół ponadgimnazjalnych			magazyn	Drukarnia i Księgarnia Świętego Wojciecha. Wydawnictwo Święty Wojciech, 	2013	102
Borders of procedural and substantive law in arbitral proceedings : (civil versus common law perspectives)			magazyn	JurisNet, 	2013	419
Perspektywy rozumienia indywiduum = The perspective of understanding of individual				Oficyna Wydawnicza Epigram, 	2013	244
Raz, dwa, trzy, teraz my! : klasa 2 : edukacja wczesnoszkolna : podręcznik. Cz. 1			magazyn	Nowa Era, cop. 	2013	143
Poznań fantastyczny : miasto wyobraźni			magazyn	Wydawnictwo Miejskie Posnania, cop. 	2013	140
Aktywność ekonomiczna ludności w województwie zachodniopomorskim : Narodowy Spis Powszechny Ludności i Mieszkań 2011			magazyn	Urząd Statystyczny, 	2013	103
Język polityków i jego patologie		PG6830.P6 J57 2013	magazyn	Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej, 	2013	260
Skontrum w Muzeum Rzeźby		NB955.P6 S56 2013		Muzeum Narodowe, cop. 	2013	313
Ameryka w konserwie			magazyn	Wydawnictwo Krytyki Politycznej. Stowarzyszenie im. Stanisława Brzozowskiego, [	2013	287
Edukacja i rehabilitacja osób niepełnosprawnych - oblicza terapii		LC4015 .P38 2007 t.9		"Wydawnictwo Naukowe Wydziału Humanistycznego US ""Minerwa"", "	2013	389
Co dalej z niemiecką Europą : wydanie specjalne			magazyn	Wydawnictwo Krytyki Politycznej. Stowarzyszenie im. Stanisława Brzozowskiego, [	2013	231
Oriental languages in translation. Vol. 4, Proceedings of the international conference Cracow, 18th-20th October 2010		PJ313 .O75 2013		Księgarnia Akademicka, 	2013	364
Edukacja wobec współczesnych problemów społecznych		LC192.2 .E38 2013		Wydawnictwo Naukowe Contact, 	2013	208
Kino-fabryka			magazyn	Wydawnictwo Krytyki Politycznej / Stowarzyszenie im. Stanisława Brzozowskiego, [	2013	351
