title	author	WD_signature	storage	publisher	year	pages
Poszukiwanie prawdy : uwolnienie od iluzji	Andrykowski, Janusz (1935- ). 		magazyn	"Studio ""Alubez"""	2021	406
List	Karpińska, Anna (1959- ). 	PG7211.A766 L57 2020		Prószyński Media/Prószyński i S-ka	2020	463
System - od Lenina do Putina : o teorii i praktyce sowietyzmu rozmawiają Grzegorz Braun i Rafał Otoka-Frąckiewicz.	Braun, Grzegorz (1967- ). 	DK266 .B73 2020		Fronda	2020	462
Inwigilacja	Mróz, Remigiusz (1987- ). 	PG7213.R675 I65 2020		Wydawnictwo Edipresse Sp. z o.o.	2020	490
Praktyczny przewodnik dla nauczycieli uczniów ze spektrum zaburzeń autystycznych w szkole średniej	Costley, Debra. 			Fraszka Edukacyjna	2020	196
Wczesne życie	Nocuń, Małgorzata (1980- ). 	RJ250 .N63 2020		Wydawnictwo Czarne	2020	218
Usunąć do 30 dni : semiotyka polskich plakatów wyborczych	Smełka-Leszczyńska, Zofia. 	JN6768 .S665 2020		Wydawnictwo Naukowe Scholar	2020	324
Nieodnaleziona	Mróz, Remigiusz (1987- ). 	PG7213.R675 N54 2020		Edipresse Kolekcje	2020	346
Siostra Faustyna : biografia świętej	Czaczkowska, Ewa K. (1961- ). 		magazyn	Wydawnictwo Znak	2020	606
Na drogach i rozdrożach XX wieku	Drążek, Janina (1936- ). 		magazyn	[Stowarzyszenie Ekologiczne z siedzibą w Barcinie]	2020	128
Innowacyjność - polski problem rozwojowy : doganianie Zachodu w warunkach nieciągłości	Jędrzejczak, Grzegorz. 			Wydawnictwo Naukowe Wydziału Zarządzania Uniwersytetu Warszawskiego	2020	182
Lot 202	Mróz, Remigiusz (1987- ). 	PG7213.R675 L68 2020		Wydawnictwo Filia	2020	508
Początek: Złota Góra	Sobczak, Maciej (literatura piękna). 		magazyn	Wydawnictwo Poligraf	2020	238
Nieodpowiednia dziewczyna	Harrow, J. 		magazyn	Zysk i S-ka Wydawnictwo	2020	330
Controlling procesów w praktyce przedsiębiorstw działających w Polsce	Nesterak, Janusz. 			Wydawnictwo Uniwersytetu Ekonomicznego	2020	157
Pomarli	Bawołek, Waldemar (1962- ). 	PG7161.A94 P65 2020		Wydawnictwo Czarne	2020	205
Podatek rolny : komentarz	Etel, Leonard (1960- ). 			Wolters Kluwer	2020	337
Chorwacki : rozmówki : na każdy wyjazd	Bednarczuk-Kravić, Łucja. 		magazyn	Edgard	2020	204
Kultura biznesu : normy i formy	Kamińska-Radomska, Irena. 	HF5389 .K36 2020		Wydawnictwo Naukowe PWN	2020	386
Nocą drony są szczególnie głośne : reportaże ze stref kryzysu	Bauer, Wolfgang (1970- ). 	D862.5 .B38165 2020	magazyn	Wydawnictwo Czarne	2020	293
Scaling up : dlaczego niektóre firmy odnoszą sukces, a inne nie?	Harnish, Verne. 		magazyn	Wydawnictwo Naukowe PWN	2020	283
Przenikanie mediów : ewolucja mediów a przemiany ładu społecznego	Mrozowski, Maciej (1949- ). 	P95.54 .M76 2020		PWN	2020	667
Reprezentacja podmiotów niebędących osobami fizycznymi w postępowaniu cywilnym	Nawojska-Fahrenholz, Agnieszka. 			Wolters Kluwer	2020	463
Sztuka kobiecości	Borowiec, Aneta (1979- ). 			Agora	2020	443
Podstawy prawa	Muras, Zdzisław Zygmunt. 	KKP68 .M885 2020		Wydawnictwo C. H. Beck	2020	498
Teoretyczne i praktyczne aspekty strategii bezpieczeństwa	Polcikiewicz, Zdzisław. 			Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika	2020	187
Analityka i wskaźniki efektywności procesów HR	Pszczółkowski, Piotr (zasoby ludzkie). 	HF5549 .P88 2020		Wolters Kluwer	2020	145
Wyspa Łza od nowa : esej intymny	Bator, Joanna (1968- ). 	PG7161.A875 W875 2020		Wydawnictwo Znak	2020	201
Wyloguj swój mózg : jak zadbać o swój mózg w dobie nowych technologii	Hansen, Anders (1974- ). 	RC569.5.I54 H36165 2020		Wydawnictwo Znak	2020	253
Szczecin miasto, którego nie było : dyplomacja RFN i polskie przełomy 1970-1989	Jaskułowski, Tytus (1976- ). 			Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu. Oddział w Szczecinie	2020	198
Militarne obszary komunikacji strategicznej	Modrzejewski, Zbigniew. 			Akademia Sztuki Wojennej	2020	390
Jak wynaleźć wszystko : cała wiedza ludzkości w jednej książce!	North, Ryan (1980- ). 	QC173.59.S65 N68165 2020		Prószyński i S-ka	2020	536
Metodyka pracy adwokata i radcy prawnego w sprawach karnych	Jaworski, Stefan Adam. 	KKP4610 .J39 2020		Wydawnictwo C. H. Beck	2020	402
Dojrzały owoc	Derdziuk, Andrzej (1962- ). 		magazyn	Towarzystwo Naukowe Katolickiego Uniwersytetu Lubelskiego Jana Pawła II	2020	118
Sztuka budowania pokoju : przywództwo strategiczne na przykładzie fazy IV operacji Iracka Wolność	Milczanowski, Maciej (1971- ). 	DS79.76 .M55 2020		Wydawnictwo Uniwersytetu Rzeszowskiego	2020	368
