title	author	WD_signature	storage	publisher	year	pages
Religia : zeszyt ćwiczeń dla klasy piątej szkoły podstawowej			magazyn	Wydawnictwo Adventus, [ca 	2014	107
Panteon polskiego sportu		GV697.A1 P36 2014		Oficyna Wydawnicza Przybylik &, [ca 	2014	269
Pogranicza technik : monografia			magazyn	Instytut Badań i Ekspertyz Naukowych, 	2013	190
Sens mojego istnienia : prawdziwe historie Polek i Polaków. Cz. 2			magazyn	staraniem Międzynarodowego Stowarzyszenia Gedeonitów w Polsce, 	2013	153
Sztuka budowania modelu biznesowego		HD58.8 .H44165 2013		ICAN Institute, cop. 	2013	232
Grodziska Warmii i Mazur. 1, Stan wiedzy i perspektywy badawcze			magazyn	Wydawnictwo Fundacji Archeologicznej, 	2013	468
Badanie i projektowanie komunikacji. 2		HM1206 .B34 2012 t.2		Wydawnictwo Libron - Filip Lohner, 	2013	251
Documenting the early modern book world : inventories and catalogues in manuscript and print				Brill, 	2013	416
Sztuka zarządzania łańcuchami dostaw		HD38.5 .H43165 2013		ICAN Institute, cop. 	2013	190
Poziomy analizy stosunków międzynarodowych. T. 2		JZ1305 .P685 2013 t.2		Wydawnictwo Rambler, 	2013	423
Zarządzanie kapitałem społecznym : monografia = Upravlenie obŝestvennym kapitalom : monografiâ = Management social capital : monograph		HF5549 .Z3577 2013		Instytut Badań i Ekspertyz Naukowych, 	2013	238
Międzynarodowe prawo humanitarne konfliktów zbrojnych : materiał szkoleniowy dla szeregowych		KZ6471 .M547 2013		Wojskowe Centrum Edukacji Obywatelskiej, 	2013	335
Dwa wieki zaufania : ubezpieczanie na ziemiach polskich 1803-2013		HG8651 .D84 2013		Powszechny Zakład Ubezpieczeń na Życie SA, 	2013	195
Internal cohesion of the Visegrad group			magazyn	VEDA, Publishing House of the Slovak Academy of Sciences, 	2013	178
Hydroacoustics of shallow water		QC242.2 .H89 2013		Wydawnictwo Instytutu Podstawowych Problemów Techniki PAN, 	2013	304
"Po prostu : ""kazania"" księdza Pogodnego : niedziele, uroczystości, święta, wspomnienia : Rok A"			magazyn	Wydawnictwo św. Stanisława BM, 	2013	400
Foreign policy of the Slovak Republic : the impact of socio-cultural and institutional factors		JZ1585 .F67 2013		VEDA, Publishing House of the Slovak Academy of Sciences, 	2013	239
W poszukiwaniu przygody : poradnik drużynowego drużyny starszoharcerskiej			magazyn	Wydawnictwo Marron, 	2013	207
Wyzwania polityki spójności w Polsce 2014-2020 : opinie ekspertów		HT395.P6 W99 2013		"Wydawnictwo ""Wokół nas"", cop. "	2013	110
Sztuka rekrutowania i zatrzymywania najlepszych ludzi		HF5549.5.R44 H35165 2013		ICAN Institute, cop. 	2013	242
Cmentarz parafialny w Oświęcimiu			magazyn	Wydawnictwo Profil-Archeo, 	2013	125
Bonney chirurgia ginekologiczna		RG104 .B66165 2013		Elsevier Urban & Partner, cop. 	2013	219
Bezpieczeństwo środowiskowe : monografia = Bezopasnostʹ otnosâŝaâsâ k srede : monografiâ			magazyn	Instytut Badań i Ekspertyz Naukowych, 	2013	134
Teologia niemiecka		BV4834 .T48165 2013		Fundacja Augusta hrabiego Cieszkowskiego, 	2013	169
25 lat funkcjonowania mniejszości narodowych, etnicznych i regionalnych w demokratycznej Polsce		JN6756.M5 A13 2013		Forum Dialogu Publicznego, 	2013	285
Standardy jakości pracy szkoły wg nowych wymagań MEN : materiały szkoleniowe			magazyn	Europejskie Centrum Rozwoju Kadr, [	2013	212
Inkubator kultury : poradnik animatora kultury			magazyn	Fundacja Kultura Enter, 	2013	111
Sobór Watykański II w służbie odnowy wiary : nauczanie soborowe w kontekście pontyfikatu Jana Pawła II		BX830 1962 .S68 2013		Instytut Papieża Jana Pawła II, 	2013	194
Sicily : art and invention between Greece and Rome		DG55.S5 S53 2013		The J. Paul Getty Museum, 	2013	254
W krainie zabawy : poradnik drużynowego gromady zuchowej			magazyn	Wydawnictwo Marron, 	2013	304
Publikacje naukowe stypendystów. T. 1			magazyn	Uniwersytet w Białymstoku. Wschodni Ośrodek Transferu Technologii, 	2013	384
Israeli constitutional law in the making		KMK1750 .I87 2013		Hart Publishing, 	2013	541
