title	author	WD_signature	storage	publisher	year	pages
Lekcja na szczypiorku	Starzyńska, Maria (1929-2010). 		magazyn	s.n., ca 	2006	141
Dziecięca skarbnica historii biblijnych	Van Gool (1931- ). 		magazyn	Firma Księgarska Jacek i Krzysztof Olesiejuk - Inwestycje, [ca 	2005	124
"""Krwawa Niedziela"" w Bydgoszczy czyli Jedyny pasujący klucz do wydarzeń z 3 i 4 września 1939 : (jaki był prawdziwy cel krwawej prowokacji niemieckiej w Bydgoszczy? : kto i dlaczego strzelał do polskiego wojska i ludnoSci?)"	Trzeciakowski, Wiesław (1950- ). 		magazyn	[s.n.], [ca 	2005	136
Harry Potter, metoda Silvy, tai czi	Tekieli, Robert (1961- ). 		magazyn	Polwen, [ca 	2005	149
Moje zmagania z szatanem	Staniewski, Edward (1929- ). 	DK4435.S72 A36 2005		Polska Oficyna Wydawnicza, [ca 	2005	132
Program nauczania zintegrowanego w klasach I-III szkoły podstawowej z litewskim językiem nauczania : I etap edukacyjny	Vaina, Teresa. 		magazyn	"""Aušra"", "	2004	401
Nadużycie osobowości prawnej	Targosz, Tomasz. 	K650 .T37 2004		"""Zakamycze"", "	2004	301
Rozważania na Niedziele i święta : rok A B C	Staniek, Edward (1941- ). 		magazyn	"Wydaw. ""M"", "	2004	528
Historia okręgu i miasta Olsztynka	Töppen, Max (1822-1893). 	DK4600.O52 T66165 2004		"Oficyna ""Retman"", "	2004	142
Elektrotechnika ogólna. Część 2, Elementy i układy elektroniczne	Topór-Kamiński, Lesław. 		magazyn	Wydawnictwo Politechniki Śląskiej, 	2004	210
Po obu stronach murów : ostatnie dni Konstantynopola jako inspiracja literacka	Urbanik, Urszula. 	PN3441 .U73 2004	magazyn	"""Universitas"", cop. "	2004	258
W światłach Wcielenia : chrystologia kultury	Szymik, Jerzy (1953- ). 	BT203 .S99 2004		Apostolicum, 	2004	269
Globalizacja	Stiglitz, Joseph E. (1943- ). 	HF1365 .S75165 2004c		Wydawnictwo Naukowe PWN, 	2004	232
Historia Polski	Topolski, Jerzy (1928-1998). 	DK4140 .T65 2004		Wydawnictwo Poznańskie, 	2004	343
Wczesne reumatoidalne zapalenie stawów	Szechiński, Jacek (1939- ). 	RC933 .S94 2004		Górnicki - Wydaw. Medyczne, cop. 	2004	142
Bogactwo i piękno świata miłości	Staniek, Edward (1941- ). 		magazyn	Wydaw. św. Stanisława BM Archidiecezji Krakowskiej, 	2004	199
Rozważania na cały rok : ewangeliczne krople	Staniek, Edward (1941- ). 		magazyn	Wydaw. M, 	2004	291
Mikołaj Nowosilcow (1762-1838) : portret carskiego inkwizytora	Szyndler, Bartłomiej (1938-2011). 	DK190.6.N68 S98 2004		Wydawnictwo DiG, 	2004	182
Fragmenty wspomnień wileńskiego obrońcy : Toruń 1977 - Nieborów 1984	Sztukowska, Helena (1901-1985). 	KKJ5110.S98 A3 2004		Towarzystwo Miłośników Wilna i Ziemi Wileńskiej, 	2004	382
Kazania katechizmowe : sześć prawd wiary, w trosce o sumienie, w trosce o głębszą wiarę	Staniek, Edward (1941- ). 		magazyn	Wydaw. M, 	2004	498
W stronę sportu : propozycje gier i zabaw ruchowych dla dzieci w wieku od 9 do 13 lat	Tondelli, Giuseppe. 	GV1201.42 .T66165 2004		Jedność, 	2004	234
Wolność i przymus w tworzeniu historii	Topolski, Jerzy (1928-1998). 	D16.9 .T75 2004		Wydaw. Poznańskie, 	2004	270
Emigracja polska w Australii w latach 1980-2000	Sprengel, Mieczysław. 	DU122.P6 S67 2004		Wydaw. Adam Marszałek, 	2004	276
Wprowadzenie do logiki formalnej : podręcznik dla humanistów	Stanosz, Barbara (1935-2014). 	BC116 .S73 2004		Wydaw. Naukowe PWN, 	2004	110
Literatura polska	Tomkowski, Jan (1954- ). 	PG7012 .L48 2004		Państ. Instytut Wydawniczy, 	2004	412
Heidi	Spyri, Johanna (1827-1901). 		magazyn	Świat Książki, 	2004	287
W trosce o umiłowanie Eucharystii	Staniek, Edward (1941- ). 		magazyn	Wydaw. św. Stanisława BM Archidiecezji Krakowskiej, 	2004	144
Styl zakopiański i zakopiańszczyzna	Tondos, Barbara (1936-2012). 	NA1455.P62 Z357 2004	magazyn	Zakład Narodowy im. Ossolińskich, cop. 	2004	223
Informator o studiach - prawo i administracja	Uniwersytet Marii Curie-Skłodowskiej (Lublin). Wydział Prawa i Administracji. 			Wydaw. UMCS, 	2004	138
The first Serbian uprising and the restauration of the Serbian state : Gallery of the Serbian Academy of Science and Arts, Belgrad, 2004 : [exhibition]	Stanojević, Ljiljana. 	DR2014 .S7313 2004		Serbian Academy of Science and Arts, 	2004	219
Słownik przysłów i powiedzeń francusko-polski, polsko-francuski	Stawińska, Krystyna ( -2011). 	PN6505.S4 S74 2004		Wiedza Powszechna, 	2004	350
Sanktuarium Maryjne w Rokitnie : Sanktuarium Matki Bożej Cierpliwie Słuchającej	Świtała, Bogusław (1956- ). 	BT660.R65 S85 2004		Apostolicum, 	2004	133
Szukajcie mego oblicza	Updike, John (1932-2009). 	PS3571.P4 S4165 2004		"""Rebis"", "	2004	279
Akcje promocyjne i reklamowe : konsekwencje w podatku dochodowym od osób fizycznych	Stawowska, Karolina. 	KKP3582.3.B88 S7 2004		"""Difin"", "	2004	222
Bogactwo i piękno świata dobra	Staniek, Edward (1941- ). 		magazyn	Wydaw. św. Stanisława BM Archidiecezji Krakowskiej, 	2004	229
Nierozerwalność małżeństwa a rozwiązanie małżeństwa naturalnego w prawie kanonicznym	Świaczny, Seweryn. 	KBU3159 .S95 2004		Wydawnictwo Uniwersytetu Śląskiego, 	2004	206
Restrukturyzacja górnictwa węgla kamiennego w Polsce w latach 1990-2002 : analiza skuteczności realizowanych programów	Szlązak, Jan (1942- ). 	HD9555.P62 S96 2004		Wydaw. Nauka-Technika, 	2004	122
Alamo	Thompson, Frank T. (1952- ). 		magazyn	Wydawnictwo Amber, 	2004	237
Jadąc do Babadag	Stasiuk, Andrzej (1960- ). 	PG7178.T28 J33 2004	magazyn	Czarne, 	2004	321
Klub towarzyski niegrzecznych dziewczynek	Valdes-Rodriguez, Alisa (1969- ). 	PS3622.A425 D57165 2004		Wydaw. Literackie, 	2004	454
Sylwetki lubelskich humanistów XIX i pierwszej połowy XX wieku	Starnawski, Jerzy (1922-2012). 	PG7011.A2 S72 2004		Norbertinum, 	2004	330
Pusty pokój	Stevenson, Talitha. 	PR6119.T48 E47165 2004		Rebis, 	2004	237
Proces inwestycyjno-budowlany : zagadnienia administracyjno-prawne	Szwajdler, Wojciech (1947-2015). 	KKP3059 .S986 2004		"TNOiK ""Dom Organizatora"", "	2004	400
Maja : świat jako rzeczywistość wirtualna	Thompson, Richard L. (1947- ). 	BD331 .T48165 2004		Patra, 	2004	276
Odwodnienia budowli komunikacyjnych	Szling, Zbigniew. 	TE215 .S97 2004		Oficyna Wydawnicza Politechniki Wrocławskiej, 	2004	225
Kasjan Mnich	Stewart, Columba (1957- ). 	BR65.C36 S74165 2004		Tyniec - Wydaw. Benedyktynów, 	2004	520
Pamięć : trening interaktywny. Cz. 1	Szurawski, Marek (1948- ). 	BF385 .S98 2004b t.1		Ravi, 	2004	331
J. W. Waterhouse	Trippi, Peter. 	ND497.W265 T75 2004		Phaidon, 	2004	251
Gry fabularne - nowe zjawisko kultury współczesnej	Szeja, Jerzy Zygmunt (1965- ). 	GV1469.6 .S94 2004		Rabid, 	2004	228
Wilczy Szaniec : była wojenna kwatera Hitlera : informacje ogólne, trasa zwiedzania, zamach na Hitlera, wspomnienia świadków	Szynkowski, Jerzy (1944- ). 		magazyn	Kengraf, 	2004	220
Poza powieścią : małe formy epickie Reymonta	Utkowska, Beata. 	PG7158.R42 U85 2004	magazyn	Universitas, cop. 	2004	462
Bankowość detaliczna	Swoboda, Uwe C. 	HG1616.M3 S87165 2004		CeDeWu, 	2004	224
The news from Paraguay : a novel	Tuck, Lily (1938- ). 	PS3570.U236 N49 2004		HarperCollins Publishers, cop. 	2004	256
50 lat Zakładu Geografii Regionalnej w Uniwersytecie Warszawskim	Uniwersytet Warszawski. Zakład Geografii Regionalnej. 	G77.W37 U57 2004	magazyn	Wydawnictwa Uniwersytetu Warszawskiego, 	2004	188
Roman art	Stewart, Peter (1971- ). 	N5760 .S74 2004		University Press, 	2004	155
Basic calculations in physical chemistry. Pt. 1, The properties of gases, thermodynamics, chemical equilibrium	Uziel, Zbigniew. 		magazyn	Silesian University of Technology, 	2004	146
W cieniu Kościoła czyli Demokracja po polsku	Stanosz, Barbara (1935-2014). 	DK4446 .S73 2004		"we współpracy z fundacją ""Sapere Aude"", "	2004	197
Ustrój organów administracji bezpieczeństwa i porządku publicznego	Sprengel, Bolesław (1952- ). 	KKP3001 .S67 2004		WSzH-E, 	2004	146
Obraz słowem malowany - Święty Józef w poezji polskiej	Stolarek, Ewa. 	PG7083.J67 S86 2004		Polskie Studium Józefologiczne, 	2004	128
Islam in Azerbaijan	Ûnusov, Arif (1955- ). 	BP63.A94 I93 2004		[Zaman], 	2004	359
Nocna  praca	Topol, Jáchym (1962- ). 	PG5039.3.O648 N63165 2004		Wydaw. W.A.B., 	2004	300
Siła militarna w polityce zagranicznej Federacji Rosyjskiej	Topolski, Ireneusz. 	UA770 .T67 2004	magazyn	Wydaw. Uniwersytetu Marii Curie-Skłodowskiej, 	2004	292
Integracja w aspekcie nowych założeń edukacji wczesnoszkolnej	Szpiter, Marianna. 	LB1513 .S97 2004		Wydaw. Pomorskiej Akademii Pedagogicznej, 	2004	207
Wiersze zebrane	Starzeński, Melchior (1720-1789). 	PG7157.S74 A17 2004		Collegium Columbinum, cop. 	2004	187
IXth Spring Meeting of Young Economists, Warsaw 23-25 April 2004 : book of abstracts	Spring Meeting of Young Economists (9 ; 2004 ; Warszawa). 		magazyn	Department of Economics Warsaw University, 	2004	127
Niespokojna muzyka : wspomnienia	Sting (1951- ). 	ML420.S847 A3165 2004		Wydaw. Literackie, 	2004	400
160 pomysłów na zajęcia zintegrowane z matematyki w klasach I-III	Stasica, Jadwiga. 	QA135.5 .S73 2004		Impuls, 	2004	187
Wyspa skarbów	Stevenson, Robert Louis (1850-1894). 		magazyn	Zielona Sowa, cop. 	2004	160
Lęk wysokości	Szolc, Izabela (1978- ). 	PG7219.Z65 L45 2004		Zysk i S-ka, cop. 	2004	172
The 9/11 Commission report : final report of the  National Commission on Terrorist Attacks upon the United States	Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States. 	HV6432.7 .S74 2004		W. W. Norton & Company, [	2004	567
Kodeks pracy z komentarzem : pytania i odpowiedzi	Superson-Polowiec, Beata. 	KKP1264.31974 .S87 2004	magazyn	Infor, cop. 	2004	559
Słowo Boże i śluby zakonne : obrazy biblijne. 2, Czystość	Terrinoni, Ubaldo. 	BX2435 .T47165 2003 t.2		Wydawnictwo Salwator, 	2004	204
Praca z uczniem mającym trudności z matematyką : książka pomocnicza dla nauczyciela gimnazjum	Stryczniewicz, Barbara. 		magazyn	Wydaw. Nowik, 	2004	152
Baby plays around : a love affair with music	Stapinski, Helene. 			Villard, 	2004	273
Kanada : kraj bobra i klonowego liścia	Starski, Józef (1948- ). 	F1017 .S73 2004		Safari Poland, 	2004	154
"Iconicity in the writing process Virginia Woolf's ""To the lighthouse"" and Gerald Murnane's ""Inland"""	Sundin, Lena (1948- ). 	PR6045.O72 Z89 2004		Acta Universitatis Gothoburgensis, 	2004	132
Rozmówki serbskie	Stamenković, Vladan (1968- ). 	PG1238 .S73 2004		Wiedza Powszechna, 	2004	222
Pogoda, klimat i środowisko	Szwejkowski, Zbigniew. 	QC861.3 .S98 2004		Wydaw. UWM, 	2004	244
Rozliczenia finansowe wspólnoty mieszkaniowej	Tertelis, Maciej. 	HD7287.67.P6 T478 2004	magazyn	C.H. Beck, 	2004	285
Zarządzanie kryzysowe : ryzyko, bezpieczeństwo, obronność : dla menedżerów administracji, polityki, wojska, policji, gospodarki i edukacji	Tyrała, Paweł (1940-2013). 	JN6759.5.C75 T97 2004		Adam Marszałek, cop. 	2004	369
Rodzina Toeplitzów : książka mojego ojca	Toeplitz, Krzysztof Teodor (1933-2010). 		magazyn	"""Iskry"", cop. "	2004	381
Między bośniackością a jugoslawizmem : z dziejów kultury bośniackiej	Stankowicz, Aleksandra (1947- ). 	DR1672 .S73 2004		Wydaw. ATH, 	2004	163
Podatek VAT 2004 z komentarzem : ustawa, rozporządzenia	Suska, Anna. 	KKP3633.A32004 S87 2004		Wydaw. Ad. Drągowski, 	2004	461
Sejmik chełmski za Wazów (1587-1668)	Ternes, Jerzy (1973- ). 	JN6769.C47 T47 2004		Lubelskie Towarzystwo Naukowe, 	2004	200
Odnaleźć pokój	Vanier, Jean (1928-2019). 		magazyn	Wydaw. Salwator, cop. 	2004	109
Chłopak na zamówienie	Stingley, Diane. 	PS3619.T565 D74165 2004		G+J Gruner + Jahr Polska, cop. 	2004	253
Wychowanie w duchu wartości : poszerzanie świata 8-14 lat : program edukacyjny	Tillman, Diane (1949- ). 	LC268 .T549165 2004		Wydawnictwa Szkolne i Pedagogiczne, cop. 	2004	223
Geofizyka geologiczna : przewodnik do zajęć dla studentów Wydziału Geologii UW	Stein, Jerzy. 	QE501 .S74 2004	magazyn	[Uniwersytet Warszawski. Wydział Geologii], 	2004	170
Bajanie	Szoda, Alicja (1949-2012). 		magazyn	PPH Zapol Dmochowski, Sobczyk, 	2004	144
Fossil Planthoppers (Hemiptera: Fulgoromorpha) of the world : an annotated catalogue with notes on Hemiptera classification	Szwedo, Jacek (1966- ). 		magazyn	Studio 1, 	2004	199
Bogobójcy czy starsi bracia : myśliciele rosyjskiego prawosławia wobec judaizmu	Terlikowski, Tomasz P. (1974- ). 	BM535 .T47 2004		QLCO Agencja Reklamowo-Wydawnicza, 	2004	159
6th UEES'04 : Sixth International Conference on Unconventional Electromechanical and Electrical Systems : 24-29 September 2004, Alushta, Ukraine. Vol. 3 of 3	UEES '04 (6 ; 2004 ; Ałuszta). 		magazyn	Wydawnictwo Uczelniane Politechniki Szczecińskiej, 	2004	627
Edukacja i opieka społeczna w Urzędowie : XV-XVIII w.	Surdacki, Marian (1955- ). 		magazyn	Towarzystwo Naukowe KUL, cop. 	2004	364
Kawa : poradnik smakosza	Vantal, Anne. 	TX415 .V36165 2004		Hachette Livre Polska, 	2004	127
Projektowanie i praktyczne implementacje sieci VPN	Stawowski, Mariusz. 	TK5105.875.E87 S73 2004		"""ArsKom"", "	2004	207
Wprowadzenie do buddyzmu zen	Suzuki, Daisetz Teitaro (1870-1966). 	BQ9265.4 .S95165 2004		"""Rebis"", "	2004	162
Zakładowy fundusz świadczeń socjalnych w 2004 r.	Stefaniak, Jadwiga. 	KKP1364 .S77 2004		"""Infor"", "	2004	260
Flagellum livoris = Bicz na zawiść : tekst łacińsko-polski	Szymonowic, Szymon (1558-1629). 	PA8585.S95 F53 2004	magazyn	TN KUL, cop. 	2004	187
Dać trochę ciepła	Tonkowicz, Jacek. 		magazyn	Bernardinum, 	2004	124
Algebra z geometrią : teoria, przykłady, zadania	Stankiewicz, Jan. 	QA37.2 .S75 2004		Oficyna Wydawnicza Politechniki Rzeszowskiej, 	2004	260
Sterowanie jakością procesów produkcyjnych : teoria i praktyka	Szkoda, Jerzy. 	TS156 .S985 2004		Wydaw. Uniwersytetu Warmińsko-Mazurskiego, cop. 	2004	276
Hobbit czyli Tam i z powrotem	Tolkien, J. R. R. (1892-1973). 		magazyn	Iskry, [	2004	315
Pro evo : pro evolution - guideline for an age of joy	Tomotom (1911-2001). 	GN281 .T6713 2004		Asama AG Publishers, 	2004	135
Radošinské naivné divadlo : między konwencją a kontestacją	Spyrka, Lucyna (1963- ). 	PN2859.S563 B74 2004		Wydaw. UŚ, 	2004	152
Z podkarpackich oddziałów Armii Krajowej na Kołymę	Stański, Jan (1926- ). 	D805.S65 S73 2004		Wydaw. Platan, 	2004	127
Repetytorium z gramatyki języka francuskiego czyli To, co najtrudniejsze dla Polaków	Stawińska, Krystyna ( -2011). 	PC2129.P55 S77 2004	magazyn	Wiedza Powszechna, 	2004	404
Transcendental arguments and scepticism : answering the questions of justification	Stern, Robert (1962- ). 	BD201 .S73 2004		Clarendon Press, 	2004	261
Filozofia percepcji George'a Berkeleya	Spryszak, Przemysław. 	B1349.P4 S67 2004		Wydaw. Uniwersytetu Jagiellońskiego, 	2004	148
Z Chrystusem na górze Tabor : Ewangelia według św. Łukasza: rozdziały 8-11	Staniek, Edward (1941- ). 		magazyn	Dom Wydawniczy Rafael, cop. 	2004	203
